doc_id,date,tip,canonical,label,count,max_score
2025-04-02_teatrul-ion-creanga-a-fost-abandonat-desi-are-multa-istorie,2025-04-02,facebook-post,ROMÂNIA,țară,1,0.958
2025-04-03_in-cateva-ore-incepe-oficial-campania-electorala-voluntarii,2025-04-03,facebook-post,ROMÂNIA,țară,1,0.953
2025-04-03_madrid-londra-roma-paris-berlin-bruxelles-new-york-acolo-und,2025-04-03,facebook-post,ROMÂNIA,țară,2,0.975
2025-04-03_tarifele-impuse-de-statele-unite-vor-afecta-intreaga-lume-ia,2025-04-03,facebook-post,SUA,țară,1,0.708
2025-04-03_tarifele-impuse-de-statele-unite-vor-afecta-intreaga-lume-ia,2025-04-03,facebook-post,GUVERN,instituție națională,2,0.544
2025-04-03_tarifele-impuse-de-statele-unite-vor-afecta-intreaga-lume-ia,2025-04-03,facebook-post,ROMÂNIA,țară,2,0.967
2025-04-03_tarifele-impuse-de-statele-unite-vor-afecta-intreaga-lume-ia,2025-04-03,facebook-post,COMISIA EUROPEANĂ,instituție națională,1,0.63
2025-04-04_aniversam-azi-intr-un-context-geopolitic-foarte-complicat-76,2025-04-04,facebook-post,NATO,instituție internațională,4,0.873
2025-04-04_aniversam-azi-intr-un-context-geopolitic-foarte-complicat-76,2025-04-04,facebook-post,ROMÂNIA,țară,5,0.931
2025-04-04_aniversam-azi-intr-un-context-geopolitic-foarte-complicat-76,2025-04-04,facebook-post,RUSIA,țară,2,0.753
2025-04-04_voluntarii-nostri-au-inceput-campania-electorala-cu-multa-en,2025-04-04,facebook-post,ROMÂNIA,țară,1,0.719
2025-04-05_dupa-o-zi-lunga-la-madrid-am-ajuns-in-camera-de-hotel-si-am,2025-04-05,facebook-post,RUSIA,țară,1,0.937
2025-04-05_forta-antreprenorilor-romani-din-regiunea-madrid-am-avut-o-d,2025-04-05,facebook-post,ROMÂNIA,țară,2,0.924
2025-04-05_intalnire-romaneasca-la-arganda-del-rey-regiunea-madrid-am-f,2025-04-05,facebook-post,ROMÂNIA,țară,4,0.95
2025-04-05_interviu-la-radio-romanul-alaturi-de-romanii-din-diaspora-am,2025-04-05,facebook-post,ROMÂNIA,țară,3,0.934
2025-04-06_daca-se-repara-romania-ma-intorc-cu-acest-mesaj-am-plecat-di,2025-04-06,facebook-post,ROMÂNIA,țară,2,0.987
2025-04-06_impreuna-vindecam-romania-avem-medici-profesionisti-si-asist,2025-04-06,facebook-post,ROMÂNIA,țară,1,0.969
2025-04-06_romania-onesta-este-prezenta-peste-tot-voluntarii-nostri-au,2025-04-06,facebook-post,ROMÂNIA,țară,2,0.968
2025-04-07_asa-arata-stabilitatea-psd-pnl-riscam-sa-pierdem-miliarde-de,2025-04-07,facebook-post,ROMÂNIA,țară,3,0.957
2025-04-07_asa-arata-stabilitatea-psd-pnl-riscam-sa-pierdem-miliarde-de,2025-04-07,facebook-post,PSD,partid politic,1,0.896
2025-04-07_asa-arata-stabilitatea-psd-pnl-riscam-sa-pierdem-miliarde-de,2025-04-07,facebook-post,PNL,partid politic,1,0.951
2025-04-07_asa-arata-stabilitatea-psd-pnl-riscam-sa-pierdem-miliarde-de,2025-04-07,facebook-post,COMISIA EUROPEANĂ,instituție internațională,1,0.548
2025-04-07_ieri-m-am-intalnit-cu-una-dintre-cele-mai-puternice-comunita,2025-04-07,facebook-post,ROMÂNIA,țară,4,0.903
2025-04-07_marcel-ciolacu-prim-ministru-al-guvernului-romaniei-conduce,2025-04-07,facebook-post,CIOLACU,persoană politică,3,0.902
2025-04-07_marcel-ciolacu-prim-ministru-al-guvernului-romaniei-conduce,2025-04-07,facebook-post,ROMÂNIA,țară,3,0.944
2025-04-07_marcel-ciolacu-prim-ministru-al-guvernului-romaniei-conduce,2025-04-07,facebook-post,SUA,țară,1,0.701
2025-04-08_astazi-de-ziua-internationala-a-romilor-gandurile-mele-se-in,2025-04-08,facebook-post,ROMÂNIA,țară,1,0.944
2025-04-08_consider-ca-propunerea-presedintelui-interimar-domnul-ilie-b,2025-04-08,facebook-post,BOLOJAN,persoană politică,1,0.463
2025-04-09_succes-tati-va-astept-la-21-00-la-antena-3-sa-vorbim-despre,2025-04-09,facebook-post,ROMÂNIA,țară,1,0.917
2025-04-10_later-edit-steven-seagal-este-emisar-special-al-ministerului,2025-04-10,facebook-post,PONTA,persoană politică,4,0.946
2025-04-10_later-edit-steven-seagal-este-emisar-special-al-ministerului,2025-04-10,facebook-post,ROMÂNIA,țară,3,0.964
2025-04-10_later-edit-steven-seagal-este-emisar-special-al-ministerului,2025-04-10,facebook-post,CIOLACU,persoană politică,1,0.724
2025-04-10_ponta-este-singurul-candidat-autoproclamat-anti-sorosist-car,2025-04-10,facebook-post,PONTA,persoană politică,1,0.952
2025-04-11_la-finalul-anului-trecut-coalitia-stabilitatii-psd-pnl-infii,2025-04-11,facebook-post,ROMÂNIA,țară,1,0.919
2025-04-12_sesizare-catre-autoritatea-electorala-permanenta-solicitam-r,2025-04-12,facebook-post,ROMÂNIA,țară,1,0.955
2025-04-13_condamn-cu-fermitate-atacul-criminal-de-azi-al-rusiei-care-a,2025-04-13,facebook-post,RUSIA,țară,2,0.973
2025-04-13_condamn-cu-fermitate-atacul-criminal-de-azi-al-rusiei-care-a,2025-04-13,facebook-post,UCRAINA,țară,1,0.917
2025-04-13_condamn-cu-fermitate-atacul-criminal-de-azi-al-rusiei-care-a,2025-04-13,facebook-post,ZELENSKI,persoană politică,1,0.865
2025-04-14_de-la-ce-functie-in-sus-considera-biroul-electoral-central-c,2025-04-14,facebook-post,CIOLACU,persoană politică,3,0.948
2025-04-14_de-la-ce-functie-in-sus-considera-biroul-electoral-central-c,2025-04-14,facebook-post,PSD,partid politic,1,0.683
2025-04-14_intarirea-pozitiei-romaniei-in-nato-si-ue-incepe-cu-consulta,2025-04-14,facebook-post,ROMÂNIA,țară,1,0.959
2025-04-14_intarirea-pozitiei-romaniei-in-nato-si-ue-incepe-cu-consulta,2025-04-14,facebook-post,NATO,instituție internațională,1,0.922
2025-04-14_intarirea-pozitiei-romaniei-in-nato-si-ue-incepe-cu-consulta,2025-04-14,facebook-post,UE,instituție internațională,1,0.918
2025-04-14_ne-dorim-ca-fetita-si-baietelul-nostru-sa-traiasca-in-romani,2025-04-14,facebook-post,ROMÂNIA,țară,1,0.952
2025-04-14_presedintele-absent-iohannis-si-tandemul-psd-pnl-au-tolerat,2025-04-14,facebook-post,IOHANNIS,persoană politică,1,0.73
2025-04-14_presedintele-absent-iohannis-si-tandemul-psd-pnl-au-tolerat,2025-04-14,facebook-post,DNA,instituție națională,1,0.683
2025-04-14_presedintele-absent-iohannis-si-tandemul-psd-pnl-au-tolerat,2025-04-14,facebook-post,DIICOT,instituție națională,1,0.827
2025-04-15_avem-o-scadere-a-productiei-industriale-cu-3-9-in-primele-lu,2025-04-15,facebook-post,ROMÂNIA,țară,1,0.958
2025-04-16_romanii-cenzurati-lui-marcel-ciolacu-i-se-permite-orice-ne-a,2025-04-16,facebook-post,CIOLACU,persoană politică,1,0.888
2025-04-18_am-vizitat-o-fabrica-de-panificatie-unde-in-prag-de-paste-mi,2025-04-18,facebook-post,ROMÂNIA,țară,2,0.967
2025-04-18_realitatea-e-simpla-ei-au-furat-romania-iar-acum-le-e-frica,2025-04-18,facebook-post,ROMÂNIA,țară,2,0.982
2025-04-22_prea-multa-nedreptate-e-in-romania-vreau-o-romanie-in-care-o,2025-04-22,facebook-post,ROMÂNIA,țară,2,0.964
2025-04-23_sanatatea-e-un-drept-fundamental-in-romania-onesta-pe-care-o,2025-04-23,facebook-post,ROMÂNIA,țară,2,0.95
2025-04-24_am-semnat-astazi-declaratia-universitatii-din-bucuresti-un-a,2025-04-24,facebook-post,ROMÂNIA,țară,4,0.938
2025-04-24_am-semnat-astazi-declaratia-universitatii-din-bucuresti-un-a,2025-04-24,facebook-post,UE,instituție internațională,2,0.949
2025-04-24_am-semnat-astazi-declaratia-universitatii-din-bucuresti-un-a,2025-04-24,facebook-post,NATO,instituție internațională,2,0.894
2025-04-24_am-semnat-astazi-declaratia-universitatii-din-bucuresti-un-a,2025-04-24,facebook-post,SUA,țară,2,0.689
2025-04-24_educatia-este-temelia-unei-romanii-puternice-fiecare-copil-d,2025-04-24,facebook-post,ROMÂNIA,țară,2,0.952
2025-04-26_m-au-intrebat-multi-tineri-ce-pot-face-pentru-campania-roman,2025-04-26,facebook-post,ROMÂNIA,țară,1,0.85
2025-04-26_romania-are-nevoie-de-fapte-concrete-si-de-oameni-bine-inten,2025-04-26,facebook-post,ROMÂNIA,țară,1,0.974
2025-04-27_in-prea-multe-locuri-din-romania-oamenii-nu-au-acces-la-medi,2025-04-27,facebook-post,ROMÂNIA,țară,1,0.952
2025-04-27_sa-ne-amintim-cine-e-crin-antonescu-candidatul-lui-marcel-ci,2025-04-27,facebook-post,CIOLACU,persoană politică,1,0.828
2025-04-27_sa-ne-amintim-cine-e-crin-antonescu-candidatul-lui-marcel-ci,2025-04-27,facebook-post,PSD,partid politic,1,0.951
2025-04-27_sa-ne-amintim-cine-e-crin-antonescu-candidatul-lui-marcel-ci,2025-04-27,facebook-post,IOHANNIS,persoană politică,1,0.917
2025-04-27_se-intreaba-mamele-de-la-sate-si-din-orasele-mici-ce-viitor,2025-04-27,facebook-post,ROMÂNIA,țară,1,0.87
2025-04-28_dezbaterea-s-a-incheiat-voi-cum-ati-perceput-aceasta-dezbate,2025-04-28,facebook-post,ROMÂNIA,țară,2,0.937
2025-04-28_multumesc-mirabela-cand-voi-fi-presedinte-voi-face-tot-ce-mi,2025-04-28,facebook-post,ROMÂNIA,țară,1,0.985
2025-04-29_de-ziua-veteranilor-de-razboi-cinstim-curajul-celor-care-au,2025-04-29,facebook-post,ROMÂNIA,țară,1,0.955
2025-05-01_disperarea-atinge-cote-maxime-marcel-ciolacu-a-ajuns-sa-trim,2025-05-01,facebook-post,CIOLACU,persoană politică,1,0.952
2025-05-01_este-incalificabil-sa-folosesti-romanii-bolnavi-de-cancer-ca,2025-05-01,facebook-post,ROMÂNIA,țară,1,0.874
2025-05-01_pozele-pe-care-le-a-postat-elena-lasconi-sunt-un-fals-grosol,2025-05-01,facebook-post,LASCONI,persoană politică,1,0.748
2025-05-02_astazi-celebram-energia-curajul-si-visurile-unei-generatii-c,2025-05-02,facebook-post,ROMÂNIA,țară,1,0.906
2025-05-02_daca-esti-plecat-din-romania-pe-4-mai-poti-vota-in-tara-in-c,2025-05-02,facebook-post,ROMÂNIA,țară,1,0.95
2025-05-02_dezinformare-marca-ciolacu-coalitia-lui-ciolacu-spune-ca-doa,2025-05-02,facebook-post,SIMION,persoană politică,1,0.573
2025-05-02_iesim-la-vot-pentru-ca-romania-are-nevoie-de-oameni-care-sa,2025-05-02,facebook-post,ROMÂNIA,țară,1,0.962
2025-05-03_daca-sunteti-plecati-de-acasa-puteti-vota-in-orice-sectie-vo,2025-05-03,facebook-post,ROMÂNIA,țară,1,0.965
2025-05-03_daca-votati-in-diaspora-tineti-cont-ca-sectiile-se-inchid-la,2025-05-03,facebook-post,ROMÂNIA,țară,1,0.894
2025-05-03_romania-are-nevoie-de-o-presa-onesta-de-ziua-internationala,2025-05-03,facebook-post,ROMÂNIA,țară,1,0.982
2025-05-04_o-prezenta-mare-la-urne-le-strica-planurile-alegerea-ta-poat,2025-05-04,facebook-post,ROMÂNIA,țară,3,0.986
2025-05-05_prin-votul-romanilor-de-ieri-s-a-incheiat-o-epoca-politica-s,2025-05-05,facebook-post,ROMÂNIA,țară,1,0.957
2025-05-05_romania-are-o-sansa-le-multumesc-tuturor-celor-care-au-votat,2025-05-05,facebook-post,ROMÂNIA,țară,5,0.983
2025-05-06_6-mai-1990-podul-de-flori-ziua-in-care-prutul-a-unit-nu-a-de,2025-05-06,facebook-post,ROMÂNIA,țară,2,0.73
2025-05-06_6-mai-1990-podul-de-flori-ziua-in-care-prutul-a-unit-nu-a-de,2025-05-06,facebook-post,R. MOLDOVA,țară,2,0.982
2025-05-06_6-mai-1990-podul-de-flori-ziua-in-care-prutul-a-unit-nu-a-de,2025-05-06,facebook-post,ITALIA,țară,1,0.909
2025-05-06_6-mai-1990-podul-de-flori-ziua-in-care-prutul-a-unit-nu-a-de,2025-05-06,facebook-post,GERMANIA,țară,1,0.843
2025-05-06_6-mai-1990-podul-de-flori-ziua-in-care-prutul-a-unit-nu-a-de,2025-05-06,facebook-post,UK,țară,1,0.83
2025-05-07_am-vorbit-azi-in-cadrul-unui-eveniment-organizat-de-romanian,2025-05-07,facebook-post,ROMÂNIA,țară,2,0.972
2025-05-07_eu-sunt-aici-pentru-dezbateri-asa-cum-am-fost-si-in-primul-t,2025-05-07,facebook-post,SIMION,persoană politică,1,0.942
2025-05-08_ipocrizia-lui-george-simion-este-clara-nu-si-asuma-opiniile,2025-05-08,facebook-post,SIMION,persoană politică,1,0.798
2025-05-08_ipocrizia-lui-george-simion-este-clara-nu-si-asuma-opiniile,2025-05-08,facebook-post,GEORGESCU,persoană politică,1,0.785
2025-05-08_ipocrizia-lui-george-simion-este-clara-nu-si-asuma-opiniile,2025-05-08,facebook-post,ROMÂNIA,țară,1,0.886
2025-05-08_salut-alegerea-noului-papa-leon-al-xiv-lea-si-sunt-alaturi-d,2025-05-08,facebook-post,ROMÂNIA,țară,1,0.962
2025-05-09_la-multi-ani-europa-astazi-de-ziua-europei-celebram-nu-doar,2025-05-09,facebook-post,ROMÂNIA,țară,4,0.979
2025-05-09_la-multi-ani-europa-astazi-de-ziua-europei-celebram-nu-doar,2025-05-09,facebook-post,UE,instituție internațională,1,0.52
2025-05-09_la-multi-ani-europa-astazi-de-ziua-europei-celebram-nu-doar,2025-05-09,facebook-post,R. MOLDOVA,țară,1,0.842
2025-05-10_astazi-10-mai-celebram-ziua-independentei-de-stat-a-romaniei,2025-05-10,facebook-post,ROMÂNIA,țară,5,0.966
2025-05-10_george-simion-si-a-dezvaluit-adevarata-fata-un-suveranist-de,2025-05-10,facebook-post,SIMION,persoană politică,1,0.932
2025-05-10_george-simion-si-a-dezvaluit-adevarata-fata-un-suveranist-de,2025-05-10,facebook-post,SUA,țară,1,0.749
2025-05-10_george-simion-si-a-dezvaluit-adevarata-fata-un-suveranist-de,2025-05-10,facebook-post,ROMÂNIA,țară,1,0.936
2025-05-10_o-tara-care-isi-doreste-sa-fie-sigura-si-in-care-legea-este,2025-05-10,facebook-post,ROMÂNIA,țară,1,0.929
2025-05-10_romania-nu-si-permite-sa-faca-un-experiment-sa-vada-cum-ar-f,2025-05-10,facebook-post,ROMÂNIA,țară,2,0.982
2025-05-11_atacurile-botilor-continua-si-nu-intamplator-sunt-vizate-pos,2025-05-11,facebook-post,SIMION,persoană politică,1,0.918
2025-05-11_nu-putem-trece-cu-vederea-faptul-ca-george-simion-a-dat-sper,2025-05-11,facebook-post,SIMION,persoană politică,1,0.904
2025-05-11_nu-putem-trece-cu-vederea-faptul-ca-george-simion-a-dat-sper,2025-05-11,facebook-post,ROMÂNIA,țară,1,0.939
2025-05-11_romania-are-nevoie-de-noi-toti-traim-vremuri-care-ne-pun-la,2025-05-11,facebook-post,ROMÂNIA,țară,3,0.972
2025-05-12_echilibru-si-o-schimbare-in-bine-sau-haos-social-si-dezastru,2025-05-12,facebook-post,ROMÂNIA,țară,1,0.906
2025-05-12_impreuna-putem-construi-o-romanie-in-care-copiii-nostri-sa-r,2025-05-12,facebook-post,ROMÂNIA,țară,2,0.966
2025-05-12_intotdeauna-inainte-de-primar-sau-presedinte-voi-fi-un-om-pr,2025-05-12,facebook-post,ROMÂNIA,țară,2,0.932
2025-05-12_romania-are-nevoie-de-un-presedinte-curajos-care-se-prezinta,2025-05-12,facebook-post,ROMÂNIA,țară,1,0.979
2025-05-12_romania-are-nevoie-de-un-presedinte-curajos-care-se-prezinta,2025-05-12,facebook-post,SIMION,persoană politică,1,0.905
2025-05-13_iti-multumesc-delia-grigore-pentru-ca-esti-vocea-romilor-din,2025-05-13,facebook-post,ROMÂNIA,țară,1,0.974
2025-05-13_vin-dintr-o-familie-simpla-dintr-un-oras-mic-al-romaniei-am,2025-05-13,facebook-post,ROMÂNIA,țară,1,0.934
2025-05-14_a-patra-dezbatere-consecutiva-a-patra-oara-cand-george-simio,2025-05-14,facebook-post,SIMION,persoană politică,1,0.963
2025-05-14_am-primit-cu-multa-emotie-si-recunostinta-mesajul-presedinte,2025-05-14,facebook-post,R. MOLDOVA,țară,1,0.843
2025-05-14_am-primit-cu-multa-emotie-si-recunostinta-mesajul-presedinte,2025-05-14,facebook-post,MAIA SANDU,persoană politică,1,0.903
2025-05-14_banii-folositi-de-stat-pentru-retetele-compensate-nu-sunt-si,2025-05-14,facebook-post,SIMION,persoană politică,1,0.949
2025-05-14_ii-multumesc-prim-ministrului-poloniei-donald-tusk-pentru-ac,2025-05-14,facebook-post,POLONIA,țară,2,0.964
2025-05-14_ii-multumesc-prim-ministrului-poloniei-donald-tusk-pentru-ac,2025-05-14,facebook-post,ROMÂNIA,țară,1,0.869
2025-05-14_insusi-omul-pe-care-isi-cladeste-campania-george-simion-spun,2025-05-14,facebook-post,SIMION,persoană politică,1,0.85
2025-05-15_cine-pe-cine-ia-de-mana-imparte-sau-nu-george-simion-pareril,2025-05-15,facebook-post,SIMION,persoană politică,1,0.902
2025-05-15_cine-pe-cine-ia-de-mana-imparte-sau-nu-george-simion-pareril,2025-05-15,facebook-post,GEORGESCU,persoană politică,1,0.859
2025-05-15_contracandidatul-meu-minte-ca-o-gazeta-ruseasca-nu-exista-ni,2025-05-15,facebook-post,ROMÂNIA,țară,1,0.925
2025-05-15_este-intolerabil-sa-jignesti-sute-de-mii-de-copii-si-adulti,2025-05-15,facebook-post,ROMÂNIA,țară,3,0.931
