id,label,wc,delta_to_scris_centroid,delta_to_vorbit_centroid,closer_to,pc1,pc2
2025-06-02_am-incheiat-astazi-un-summit-b9-important-la-vilnius-alaturi,scris,127,0.47756959243004105,0.5460357687602844,scris,-0.07732155193761482,0.33716209425882787
2025-06-04_astazi-am-prezentat-principalele-teme-care-se-afla-pe-agenda,scris,218,0.5159890241311836,0.6512930206882314,scris,-2.5456271415067424,0.2188235080796332
2025-06-08_astazi-romania-a-celebrat-o-pe-una-dintre-cele-mai-mari-spor,scris,51,0.6496506090291198,0.7686026197168908,scris,-2.344726290851908,3.0335160642150933
2025-06-10_i-am-urat-un-calduros-bun-venit-in-romania-majestatii-sale-f,scris,145,0.385269764907509,0.5482168780504045,scris,-2.983860802954754,0.635153134414274
2025-06-10_ma-bucur-sa-ma-aflu-astazi-la-chisinau-in-prima-mea-vizita-o,scris,68,0.6045222976487886,0.691014852440973,scris,-2.7015219126096417,0.37374924859282155
2025-06-11_astazi-la-odesa-am-avut-o-discutie-foarte-buna-cu-reprezenta,scris,76,0.6924733428114611,0.7810434818820943,scris,-0.4265152181885365,2.429211196878314
2025-06-11_astazi-la-odesa-in-marja-summitului-ucraina-europa-de-sud-es,scris,112,0.5168892532500438,0.6932958072772151,scris,-5.366527887181573,0.009393574664123454
2025-06-13_mineriada-din-13-15-iunie-1990-ramane-unul-dintre-cele-mai-d,scris,104,0.5391844341309318,0.6764447695068059,scris,-2.1528282336432714,2.0930802812005673
2025-06-16_i-am-invitat-astazi-la-palatul-cotroceni-pe-reprezentantii-s,scris,101,0.5075650570591335,0.6348954026332501,scris,-1.6981384077789565,1.2688710576361455
2025-06-18_romania-se-confrunta-cu-un-nivel-ingrijorator-de-violenta-im,scris,230,0.45250606000339166,0.5423818404575683,scris,-0.6790260655872766,-1.9816263659858526
2025-06-20_l-am-desemnat-astazi-pe-domnul-ilie-bolojan-in-functia-de-pr,scris,155,0.42125234216199453,0.49149296625689404,scris,-0.07667139862031903,0.17052330320952286
2025-06-25_a-fost-o-reala-onoare-sa-ma-intalnesc-cu-prim-ministrul-rega,scris,76,0.6278908054833076,0.7707364311253678,scris,-4.161147476032864,-0.7977533869842911
2025-06-25_am-avut-o-intalnire-productiva-si-consistenta-cu-presedintel,scris,93,0.488233012594103,0.6247024827453663,scris,-3.3376831994486977,1.765237263900163
2025-06-25_am-avut-o-intrevedere-foarte-buna-cu-presedintele-petr-pavel,scris,66,0.5255515522474201,0.6690303896756042,scris,-3.5060424682058335,2.089673124936692
2025-06-26_am-avut-o-prima-intalnire-cu-membrii-romani-ai-parlamentului,scris,70,0.49995992300523473,0.6233585733879896,scris,-1.7971758448350421,0.18131316047565782
2025-07-02_am-aflat-cu-profunda-tristete-vestea-disparitiei-lui-mihai-l,scris,85,0.5690684707301675,0.6972383235885521,scris,-2.5345984766519725,0.6414005320753443
2025-07-08_l-am-numit-astazi-pe-dacian-cosmin-dragos-in-functia-de-jude,scris,184,0.39048449056092727,0.5182739763264186,scris,-2.6376730025438153,-1.6801131919455294
2025-07-14_masurile-fiscale-adoptate-acum-reprezinta-o-situatie-provizo,scris,225,0.43364966041410796,0.5243799048970592,scris,-0.649275409602037,-1.6356593134958406
2025-07-18_am-avut-o-intalnire-foarte-buna-cu-cancelarul-federal-al-ger,scris,115,0.42265526655968577,0.5833174369357995,scris,-3.649913117763108,1.342560669423873
2025-07-21_ii-indemn-pe-cei-care-inca-se-indoiesc-de-interferentele-rus,scris,158,0.4360513519934807,0.5378492982960805,scris,-0.6694753114897618,0.24396002057778346
2025-07-22_ma-ingrijoreaza-profund-rezultatele-studiului-prezentat-asta,scris,223,0.3512229910892462,0.4527285673078581,scris,-1.2918290233626035,-0.8190901518584243
2025-07-24_ieri-am-avut-o-intalnire-cu-ministrul-mediului-diana-buzoian,scris,143,0.39376292555469944,0.5507869041889553,scris,-2.992471904039795,-0.3656207587756024
2025-07-25_am-avut-o-intalnire-constructiva-cu-reprezentanti-ai-mediulu,scris,76,0.43635396534353055,0.5936857200500397,scris,-2.7086602266132864,-0.8458082033493531
2025-07-26_in-cadrul-intalnirii-de-astazi-cu-cancelarul-federal-al-aust,scris,90,0.3810059113660295,0.5339662355661272,scris,-2.4825700926745857,-0.5335475483898424
2025-07-28_astazi-am-avut-placerea-de-a-l-primi-la-palatul-cotroceni-pe,scris,93,0.551153857517812,0.7084043063185603,scris,-4.278657500568255,-0.5616271231987853
2025-07-29_sunt-profund-afectat-de-pierderile-de-vieti-omenesti-si-de-d,scris,148,0.5143322272361975,0.6652525980611204,scris,-1.4842925396791087,-1.0386560165374885
2025-07-30_astazi-comemorand-ziua-internationala-pentru-lupta-impotriva,scris,152,0.5191523717364863,0.6612343992642744,scris,-2.303084053190685,-1.7723824709310405
2025-07-30_este-total-aberant-ca-pensia-pe-care-o-ia-un-magistrat-sa-fi,scris,231,0.4282644126386333,0.5493263489848977,scris,-0.7752763094627781,-0.7865333132477729
2025-07-31_astazi-in-ziua-europeana-de-comemorare-a-holocaustului-impot,scris,122,0.3808880495595712,0.4861832622945412,scris,-1.6925905668432644,0.3708617603201592
2025-08-12_salut-eforturile-presedintelui-donald-trump-de-a-contribui-l,scris,97,0.6252546024631231,0.7528871312272996,scris,-2.3301577107187845,-1.7044483362720841
2025-08-13_am-participat-astazi-la-videoconferinta-coalitiei-de-vointa,scris,128,0.44475199230816304,0.5892850573580527,scris,-2.0718242871425168,-1.0809533573735803
2025-08-17_astazi-in-cadrul-unei-noi-videoconferinte-a-coalitiei-de-voi,scris,210,0.4257401095317706,0.5611613217358241,scris,-1.7320708193856627,-0.7165120096484504
2025-08-18_o-veste-buna-agentia-de-rating-fitch-a-confirmat-vineri-rati,scris,74,0.554817757204199,0.6920520038135898,scris,-3.287883846107508,-1.5800586562603447
2025-08-19_videoconferintele-coalitiei-de-vointa-si-ale-consiliului-eur,scris,164,0.511258195142732,0.6462324511638344,scris,-1.7110209150605156,-1.259454184184175
2025-08-26_m-am-intalnit-astazi-la-palatul-cotroceni-cu-diplomatii-roma,scris,255,0.3958202803764911,0.506534326398837,scris,-1.21715866453681,0.6104957181190629
2025-08-28_condamn-cu-fermitate-agresiunea-asupra-unui-tanar-venit-la-m,scris,181,0.3629958286020042,0.4710963035254384,scris,-0.826205190246385,0.47039762733967483
2025-08-31_astazi-am-avut-onoarea-de-a-fi-prezent-la-marea-dictare-nati,scris,91,0.45413205300443843,0.5955563897670421,scris,-2.7703457441905512,1.1386522073502507
2025-09-01_astazi-i-am-urat-bun-venit-pe-tarmul-marii-negre-doamnei-pre,scris,130,0.4434867278440658,0.6112517584809335,scris,-4.499838481577024,0.20842412590029316
2025-09-01_ii-multumesc-lui-manfred-weber-pentru-vizita-de-astazi-de-la,scris,60,0.5846094067256201,0.7162058226314647,scris,-2.730196279181942,5.075745132926926
2025-09-02_ieri-la-malul-marii-negre-am-intampinat-o-pe-ursula-von-der,scris,55,0.5747691622405529,0.6559422796287633,scris,-0.7484952600213646,2.285302030449237
2025-09-03_am-semnat-astazi-cu-respect-si-consideratie-decretul-de-deco,scris,85,0.5606598584715118,0.7269301491061956,scris,-4.096364300279693,-1.0421503953224855
2025-09-03_astazi-am-marcat-un-moment-important-pentru-securitatea-ener,scris,254,0.3772910019269677,0.5140205574300667,scris,-1.911590362266473,-0.8172266625533816
2025-09-03_m-am-bucurat-sa-il-primesc-astazi-la-palatul-cotroceni-pe-pr,scris,103,0.5645017682906359,0.7056095303300216,scris,-2.95067024173818,2.6427089225606477
2025-09-10_am-avut-astazi-o-intalnire-importanta-cu-reprezentantii-inve,scris,83,0.5197458218732884,0.6053168067068045,scris,-1.402965515837812,1.3198868642609252
2025-09-15_am-avut-astazi-o-discutie-excelenta-cu-secretarul-general-al,scris,143,0.5168433008003596,0.6229241597022671,scris,-1.5354930776961784,-0.878175418009673
2025-09-16_cercetarea-prezentata-azi-de-procurorul-general-reprezinta-o,scris,114,0.4067463240790331,0.49326623604757136,scris,-0.8545345805316319,1.5004674072810853
2025-09-17_curtea-constitutionala-a-admis-astazi-sesizarea-pe-care-am-f,scris,165,0.5308167906078207,0.6135795208585398,scris,0.3623111127937597,-2.890280910088385
2025-09-23_am-avut-astazi-o-intalnire-cu-liderii-coalitiei-de-guvernare,scris,138,0.33926004310133245,0.48038458236972054,scris,-1.7114370127834246,0.48030981910610837
2025-09-24_astazi-am-avut-o-intalnire-foarte-buna-la-palatul-cotroceni,scris,87,0.4313203941308044,0.5621377455206611,scris,-2.440858761777457,-1.227959849286561
2025-09-24_legatura-dintre-romania-si-republica-moldova-nu-este-doar-un,scris,86,0.6263693188111044,0.7258278061466832,scris,-2.2520218442737474,1.3389917433686274
2025-09-26_sunt-profund-indurerat-de-tragedia-petrecuta-la-spitalul-de,scris,188,0.44407998512610886,0.566484882524007,scris,-1.4492204815475067,-3.0366252301501393
2025-09-29_cu-ocazia-implinirii-a-30-de-ani-de-la-infiintarea-aliantei,scris,158,0.45680117191996045,0.6149309747773875,scris,-2.213930690032248,0.4150174650224432
2025-09-29_felicit-cetatenii-republicii-moldova-pentru-mobilizare-si-pe,scris,78,0.5291622135064215,0.5923637619652904,scris,-0.6209161961627896,0.19599333288400667
2025-09-30_am-vizitat-azi-la-timisoara-doua-companii-care-folosesc-inte,scris,102,0.7712694037305154,0.8328559846351324,scris,0.5907848448595228,0.9985691986302148
2025-09-30_in-luna-iulie-am-spus-ca-administratia-prezidentiala-va-cont,scris,139,0.5305758809448744,0.5781109914112101,scris,1.2422728320149061,-1.433512959348615
2025-09-30_marile-orase-europene-sunt-motoarele-dezvoltarii-insa-de-pre,scris,136,0.4099370360789084,0.5006803643295009,scris,-0.5922409995735471,-0.6290239993200394
2025-10-01_am-trimis-inapoi-parlamentului-o-lege-care-ar-fi-anulat-una,scris,183,0.5032771785009491,0.611530950131742,scris,-1.1909877703758,-0.916844914045384
2025-10-01_astazi-si-maine-sunt-la-copenhaga-pentru-a-participa-la-reun,scris,51,0.5395970684135326,0.6596367229465487,scris,-3.6279592195433374,0.4954862776591796
2025-10-02_a-doua-zi-a-vizitei-mele-la-copenhaga-este-dedicata-particip,scris,52,0.5446872106619894,0.6802640794579123,scris,-3.4850177724542597,0.427102208714534
2025-10-02_am-avut-discutie-foarte-productiva-cu-premierul-suediei-ulf,scris,74,0.5179790251207437,0.6517646445337394,scris,-2.7225993870395615,2.1863492867804695
2025-10-02_le-am-prezentat-colegilor-europeni-principalele-concluzii-di,scris,124,0.5280304475757049,0.6837645917112204,scris,-3.2912245274487617,-1.6584316256332123
2025-10-02_romania-s-a-alaturat-initiativei-lansate-de-presedintele-emm,scris,60,0.6506851162841223,0.8212083240410409,scris,-4.6166535180986905,-1.8599120596373928
2025-10-03_am-promulgat-astazi-legea-privind-activitatea-anre-asf-si-an,scris,173,0.548761306319457,0.6841773402121594,scris,-2.5073843474968145,-2.8612814813659027
2025-10-06_am-anuntat-astazi-numirea-urmatorilor-consilieri-prezidentia,scris,316,0.6686609418393161,0.802739684489756,scris,-3.2276593984904607,1.2352286948904578
2025-10-09_am-participat-astazi-la-ceremonia-dedicata-comemorarii-victi,scris,159,0.5455882098086167,0.669909135768833,scris,-1.1714297432048177,0.4009572051038509
2025-10-12_la-usa-inimii-cuiva-trebuie-sa-ne-rugam-sa-navalim-sau-sa-ci,scris,190,0.5863620133394701,0.6132114621198645,scris,1.9535361232216295,1.0956590952209972
2025-10-13_am-primit-astazi-la-palatul-cotroceni-o-delegatie-condusa-de,scris,131,0.4365211003880477,0.6073900969940994,scris,-2.9586305399643416,-0.5717061284404232
2025-10-13_am-promulgat-astazi-legea-de-aprobare-a-ordonantei-de-urgent,scris,149,0.4881605084041767,0.6471280461530919,scris,-2.076302066253539,-2.665115423964338
2025-10-14_fenomenul-coruptiei-trebuie-atacat-frontal-acest-flagel-care,scris,56,0.5670993666490408,0.6742470050963909,scris,-1.2682217809909497,0.06945102897928307
2025-10-16_am-promulgat-astazi-legea-care-sanctioneaza-coruperea-functi,scris,145,0.5269993862737784,0.6040669231843103,scris,-1.0212335321119375,-2.1841621458483877
2025-10-17_explozia-produsa-astazi-intr-un-bloc-de-pe-calea-rahovei-din,scris,196,0.5349241214402966,0.6206819199051947,scris,-0.15504335507438988,-0.5144327651011369
2025-10-20_am-avut-astazi-la-palatul-cotroceni-un-dialog-constructiv-cu,scris,170,0.42717916247937865,0.5577074213748694,scris,-2.297132056021208,0.44225428244496967
2025-10-20_reforma-pensiilor-magistratilor-ramane-o-prioritate-nu-este,scris,75,0.6753335325689285,0.7464060308949204,scris,-0.04502532583651323,2.2105982006288962
2025-10-21_am-semnat-astazi-decretul-pentru-trecerea-in-rezerva-a-doamn,scris,113,0.517255056363688,0.6886525813041942,scris,-3.160529169085484,-1.03709545715956
2025-10-22_am-promulgat-o-lege-care-aduce-noi-reglementari-in-domeniul,scris,145,0.5452370922911366,0.695521037476746,scris,-2.3973840686446235,-1.7301186671119624
2025-10-23_am-promulgat-saptamana-aceasta-legea-care-ne-va-permite-sa-f,scris,174,0.4621155620591623,0.5770293772313773,scris,-1.474915707067593,-1.4529048610797057
2025-10-23_zi-extrem-de-incarcata-la-reuniunea-liderilor-ue-de-la-bruxe,scris,115,0.5654095380835795,0.6818978673605361,scris,-1.7391841085222153,-1.0032617543682585
2025-10-24_165-de-ani-de-traditie-si-excelenta-universitara-la-iasi-ast,scris,204,0.4276766092110062,0.5821496557637302,scris,-2.5248333669627323,-1.0104210275502048
2025-10-24_antibiotice-iasi-un-simbol-al-industriei-farmaceutice-romane,scris,83,0.5791901757854686,0.7177843092161994,scris,-3.13577464821501,-0.9291609035980506
2025-10-25_astazi-am-onorat-la-brigada-15-mecanizata-podu-inalt-din-ias,scris,93,0.48172279584166794,0.5966788937728416,scris,-1.8704432168714618,1.7052529051897842
2025-10-25_cea-mai-mica-inima-artificiala-complet-implantabila-cu-aplic,scris,164,0.39677952645496367,0.5062634987588495,scris,-1.463055661526809,-0.4995110338788296
2025-10-28_am-avut-o-discutie-constructiva-astazi-cu-valdis-dombrovskis,scris,171,0.5565114695843625,0.6500020374747244,scris,-0.9592775209271074,0.7040098034587579
2025-10-28_cu-profund-respect-si-in-semn-de-recunoastere-pentru-devotam,scris,112,0.5919705200615786,0.7723052568485413,scris,-4.358681404875666,1.1187368256829635
2025-10-29_prin-redimensionarea-fortei-rotationale-care-opera-si-in-rom,scris,108,0.5412452367021159,0.6736743588421582,scris,-1.9533452081708365,-1.625124149582845
2025-10-30_se-implinesc-astazi-10-ani-de-la-tragedia-care-a-schimbat-ro,scris,325,0.5469565122921725,0.6102411175975516,scris,0.577984213780254,-0.02190832440096234
2025-11-04_am-aflat-cu-profunda-tristete-vestea-ca-romanul-prins-sub-da,scris,73,0.6011643378893191,0.7187245108315934,scris,-1.7168406149201731,1.5234648168756253
2025-11-05_i-am-urat-astazi-bun-venit-in-romania-domnului-mark-rutte-in,scris,253,0.44810038770279415,0.5651437253588538,scris,-1.3028556024711413,0.22327481007248018
2025-11-05_multumim-emeric-ienei-pentru-toata-bucuria-pe-care-ne-ai-adu,scris,172,0.4720151651954448,0.6156361270397526,scris,-2.2345729127681535,1.9546070677508138
2025-11-06_romania-este-mai-aparata-ca-oricand-si-pregatita-sa-si-asume,scris,285,0.40519551088262046,0.5665656445497258,scris,-1.9885947956753052,-0.6359751384805452
2025-11-07_competitivitate-si-crestere-economica-acestea-sunt-doua-cuvi,scris,233,0.3969133741808789,0.5047265817469964,scris,-1.1460979004512772,-0.4768130501794216
2025-11-07_in-semn-de-profund-respect-si-consideratie-pentru-memoria-ul,scris,173,0.4765375942375959,0.634155059384246,scris,-2.8630703786333322,-1.4296794305473735
2025-11-09_astazi-odata-cu-repatrierea-ramasitelor-pamantesti-ale-ultim,scris,292,0.48714866961894876,0.5733654147415952,scris,0.15073632011171362,0.0946002480667674
2025-11-10_am-semnat-sesizarea-catre-curtea-constitutionala-in-legatura,scris,203,0.4994444781209875,0.6575719956637883,scris,-2.8868954702406704,-2.4887953524978195
2025-11-10_romania-are-toate-datele-pentru-a-deveni-un-hub-de-inovatie,scris,169,0.3828289559722044,0.5072412624456861,scris,-1.8251122033743465,-0.1577928287600669
2025-11-11_in-urma-cu-trei-decenii-trecea-la-cele-vesnice-marele-om-pol,scris,201,0.4095402189158467,0.5886952614854445,scris,-2.8778555674879986,0.2067816060769889
2025-11-12_am-pus-astazi-in-dezbatere-strategia-nationala-de-aparare-ce,scris,372,0.3581631512714679,0.5139652768997776,scris,-2.2375967920775386,-1.2349927486955088
2025-11-13_astazi-s-a-incheiat-la-baza-militara-de-la-cincu-exercitiulu,scris,305,0.3826368970609172,0.5761265766603424,scris,-3.213266236410257,-0.32452573652371514
2025-11-13_l-am-primit-astazi-la-palatul-cotroceni-in-prima-sa-vizita-e,scris,71,0.7192624285869564,0.8521924347421096,scris,-3.046169910334056,2.976746101893254
2025-11-17_l-am-primit-astazi-la-palatul-cotroceni-pe-enrico-letta-fost,scris,173,0.4272811706813712,0.5650404224417529,scris,-1.985129720733931,0.05917118114590702
2025-11-18_am-avut-astazi-o-discutie-cu-fatih-birol-presedintele-agenti,scris,203,0.46379340472516056,0.609867310714866,scris,-1.9727405820574502,0.09049432403870288
2025-11-18_ne-a-parasit-dumitru-lupescu-era-presedinte-de-asociatie-de,scris,50,0.5147594270380155,0.5943896667832015,scris,0.04102188608459825,1.4674247791793267
2025-11-18_ne-luam-astazi-ramas-bun-de-la-un-patriot-care-a-crezut-si-a,scris,126,0.4458699837369584,0.5560309987384069,scris,-0.4985133273169804,0.94091937033357
2025-11-19_am-sesizat-curtea-constitutionala-in-legatura-cu-legea-de-ap,scris,188,0.500885029567098,0.6078696209829366,scris,-1.5536865180075876,-0.5329201016086994
2025-11-20_operatiunea-de-readucere-in-tara-sub-escorta-a-lui-horatiu-p,scris,56,0.5746043210631802,0.7023171062241532,scris,-2.782942018804825,-0.307093083539114
2025-11-20_romania-a-facut-inca-un-pas-decisiv-spre-aderarea-la-ocde-am,scris,260,0.35564982111979293,0.48752921312417385,scris,-1.812293686777766,-1.5754893895557898
2025-11-21_am-avut-astazi-la-palatul-cotroceni-o-discutie-importanta-cu,scris,313,0.4273597989004447,0.58750451940272,scris,-3.71256757236592,-0.06718989179013318
2025-11-21_romania-are-in-acest-moment-maturitatea-si-expertiza-pentru,scris,170,0.5956634475326416,0.7412462802749856,scris,-1.9788119736257397,-2.0284920898984433
2025-11-23_am-promulgat-saptamana-aceasta-legea-care-introduce-amendare,scris,61,0.6619634325986483,0.8113323625135389,scris,-3.502452031641256,-0.9405685514717477
2025-11-25_a-fost-o-onoare-sa-gazduiesc-astazi-la-palatul-cotroceni-sum,scris,238,0.4514853063698216,0.5127668665762734,scris,0.7331121110583125,-0.1480734035444209
2025-11-26_parlamentul-romaniei-a-votat-astazi-strategia-nationala-de-a,scris,183,0.4267178264706544,0.5179617209161047,scris,-0.7096837881560315,0.3114244878934144
2025-12-01_cu-prilejul-zilei-nationale-a-romaniei-l-am-decorat-pe-veter,scris,205,0.3965004036550277,0.5212613971330123,scris,-2.0215198155954064,1.9364638671203396
2025-12-01_ziua-nationala-este-inainte-de-toate-o-sarbatoare-a-oamenilo,scris,184,0.4898560803285053,0.6256930335838793,scris,-0.9388606565705804,2.9211446003906305
2025-12-02_am-promulgat-recent-legea-pentru-modificarea-statutului-depu,scris,198,0.4480901961013378,0.5891477286973857,scris,-2.459871788769527,-2.010666344285321
2025-12-03_astazi-am-avut-o-discutie-substantiala-cu-ambasadorii-statel,scris,151,0.4690040937234617,0.6549742895625896,scris,-4.300392458706732,1.453099973331016
2025-12-03_situatia-dezastruoasa-de-la-barajul-paltinu-care-a-generat-o,scris,169,0.5730329842127422,0.6746680717394233,scris,-0.41887335504226897,-3.1407190899038024
2025-12-04_am-avut-astazi-onoarea-sa-l-felicit-pe-domnul-victor-rebengi,scris,202,0.4089497385346196,0.510374185441163,scris,-0.41245173285623715,0.6387663085062573
2025-12-04_am-transmis-parlamentului-cererea-de-reexaminare-a-legii-car,scris,144,0.4894419384836872,0.6529729963326472,scris,-2.8464972996868987,-2.7660948888496644
2025-12-05_am-semnat-astazi-decretul-de-promulgare-a-legii-care-introdu,scris,169,0.4410819353640784,0.5918185401829127,scris,-2.4524326045495837,-2.6109151793479644
2025-12-07_dragi-bucuresteni-va-invit-sa-mergeti-la-vot-indiferent-de-o,scris,81,0.5990535162462884,0.6636487979328436,scris,1.229880997858052,1.789689142808596
2025-12-08_felicitari-si-succes-alesilor-locali-confirmati-prin-votul-d,scris,138,0.47472009228105366,0.608291291573053,scris,-2.3190485066021544,0.7084652678369802
2025-12-09_a-fost-o-reala-placere-sa-il-intalnesc-pe-presedintele-repub,scris,135,0.4173676556488848,0.5966379425667079,scris,-4.33273540949494,1.0302203269988488
2025-12-09_am-avut-in-franta-o-intalnire-cu-reprezentantii-companiilor,scris,185,0.42981141577655313,0.560636833451723,scris,-1.948811130483675,-0.4158537190041507
2025-12-09_am-avut-o-excelenta-intrevedere-cu-primarul-parisului-anne-h,scris,210,0.4267769269549586,0.5626480601362398,scris,-2.0619491521215005,0.850295634487607
2025-12-10_am-vazut-cap-coada-documentarul-recorder-despre-justitie-cel,scris,336,0.44405189879856666,0.5115557088703401,scris,0.6257037098580231,0.7363341372436483
2025-12-11_cand-200-de-magistrati-spun-ca-este-o-problema-de-integritat,scris,109,0.5333593975328461,0.5969260092789822,scris,0.4141221317370803,0.9977263872690574
2025-12-15_plec-la-summitul-de-la-helsinki-dar-iau-cu-mine-ingrijoraril,scris,91,0.5015448163067909,0.6134914924945033,scris,-0.38592845088633015,0.30876461954316625
2025-12-16_actiunile-rusiei-reprezinta-o-amenintare-majora-pentru-regiu,scris,111,0.4561754934156151,0.6230621286944574,scris,-3.760260925973548,0.017148269903746044
2025-12-16_am-trimis-curtii-constitutionale-o-sesizare-de-neconstitutio,scris,180,0.49196510582656683,0.6758504727907116,scris,-3.5726101261321017,-1.660014440585977
2025-12-16_foarte-utile-si-aplicate-discutiile-pe-care-le-am-purtat-cu,scris,204,0.41238247987002147,0.5767379962870067,scris,-3.0038256320099004,-0.7498911744770556
2025-12-17_la-londra-intr-unul-dintre-cele-mai-competitive-ecosisteme-e,scris,156,0.4933878400410095,0.6878749349842279,scris,-3.631071088124116,0.05006358126390737
2025-12-18_a-inceput-ultima-reuniune-a-consiliului-european-din-acest-a,scris,113,0.5183909005184423,0.6221053754176891,scris,-1.7114941785967024,-0.014323349202973002
2025-12-18_dialog-cu-antreprenorii-romani-si-britanici-intalniri-cu-oam,scris,54,0.5407841533290323,0.6806680779601253,scris,-3.437180699437017,0.8936485978807994
2025-12-20_am-primit-de-la-magistrati-sute-de-pagini-de-materiale-relev,scris,129,0.4451921071524356,0.5903085081623911,scris,-1.8185631538211524,0.5051519892039384
2025-12-20_curtea-constitutionala-a-decis-recent-o-schimbare-esentiala,scris,86,0.5360381938188431,0.6261625776825965,scris,-1.535696310558379,-2.305505700301561
2025-12-21_libertate-acesta-a-fost-strigatul-limpede-al-natiunii-romane,scris,457,0.3743506654213114,0.517073687839014,scris,-1.2614754380330735,0.4481100698362035
2025-12-21_voi-initia-in-ianuarie-imediat-dupa-sarbatori-un-referendum,scris,264,0.4518721272260433,0.5237974418267828,scris,0.08685591886091963,-0.9653154363001317
2025-12-25_nasterea-lui-hristos-este-pentru-noi-crestinii-sarbatoarea-s,scris,126,0.4467094152918788,0.574400560974221,scris,-0.7837983750594715,1.8010722237134305
2025-12-26_in-cadrul-vizitelor-externe-din-ultimele-saptamani-am-avut-b,scris,125,0.5360749962068876,0.6862083839647393,scris,-3.021493310150982,2.0266480369417614
2025-12-26_o-intalnire-speciala-la-paris-cu-un-regizor-si-scenarist-de,scris,68,0.5561846416081105,0.6446627682492364,scris,-1.4567858488411163,1.7101405427509382
2025-12-27_l-am-revazut-cu-mare-emotie-la-paris-pe-profesorul-emerit-la,scris,96,0.41105324236025714,0.5589245109916859,scris,-2.367148218542796,0.830553651647608
2025-12-27_pe-fiul-marelui-ion-ratiu-nicolae-ratiu-l-am-revazut-la-lond,scris,58,0.5215448199285293,0.6611206016396618,scris,-2.0966661453558206,2.678937787191641
2025-12-28_a-fost-o-veritabila-placere-sa-il-revad-la-londra-pe-sir-geo,scris,74,0.5743116403701033,0.7074464863985965,scris,-2.517403633160468,0.5374456368945202
2025-12-28_redactia-romana-a-bbc-a-ramas-pana-astazi-un-reper-de-jurnal,scris,65,0.5456075997693233,0.6821658964396916,scris,-2.81776616112687,3.009733681797146
2026-01-01_2025-a-fost-un-an-al-provocarilor-dar-si-al-curajului-de-a-n,scris,168,0.45071502507215305,0.5716849441223917,scris,-1.8662605853845533,0.6298649656072041
2026-01-08_puteti-asculta-inregistrarea-convorbirii-dintre-pilotul-roma,scris,109,0.39580732307381955,0.5251057819003558,scris,-2.3213487627571214,-0.5337150070295926
2026-01-09_romania-a-votat-in-favoarea-acordului-comercial-dintre-uniun,scris,483,0.4020357340551868,0.5525484562604256,scris,-2.073357870281108,-1.626903290845967
2026-01-13_parteneriatul-strategic-dintre-romania-si-statele-unite-ale,scris,279,0.4160183856081939,0.5993746780714422,scris,-3.0740679297820726,-0.19426896164015567
2026-01-15_reuniunea-anuala-cu-sefii-misiunilor-diplomatice-acreditati,scris,462,0.31217757844045324,0.4916808096134682,scris,-2.483693679813211,-0.19444660277905992
2026-01-15_ziua-culturii-nationale-ne-reaminteste-ca-identitatea-romani,scris,272,0.42539637988132756,0.6065737623057383,scris,-2.6076280200731654,0.32940651080527744
2026-01-16_decizia-comisiei-europene-de-a-aproba-aplicatia-romaniei-pen,scris,209,0.4046039589245914,0.5433132367918967,scris,-2.4389812839321197,0.18445186797218546
2026-01-17_am-promulgat-legea-care-permite-politistilor-locali-sa-utili,scris,147,0.456849177811516,0.5905223627694042,scris,-1.802706147022031,-2.370513631109913
2026-01-17_am-promulgat-legea-de-adoptare-a-unei-ordonante-a-guvernului,scris,137,0.455406845546677,0.6176627764538344,scris,-3.2545750903182733,-0.5800444626554243
2026-01-19_l-am-primit-astazi-la-palatul-cotroceni-pe-generalul-alexus,scris,239,0.3786802352545036,0.5731114276535919,scris,-2.95093760243289,-0.048663078134335645
2026-01-23_relatia-transatlantica-are-o-istorie-care-a-adus-stabilitate,scris,251,0.4463843361371815,0.5794162578817681,scris,-2.3609807536149443,-0.9986171836967154
2026-01-24_am-ales-sa-fiu-astazi-atat-la-iasi-cat-si-la-focsani-pentru,scris,323,0.4237251490454448,0.513878567103505,scris,-0.9493092685818566,0.21016268685785283
2026-01-24_la-implinirea-a-160-de-ani-de-la-infiintare-am-acordat-coleg,scris,237,0.3758346827090626,0.46764417390471913,scris,-0.3822228465677452,-0.11666475625944808
2026-01-24_traim-momente-complicate-dar-intr-o-zi-de-sarbatoare-cred-ca,scris,257,0.5301667839860268,0.5039729400039002,vorbit,2.098947285116698,1.490791949324806
2026-01-26_ziua-internationala-de-comemorare-a-victimelor-holocaustului,scris,187,0.5324230404132353,0.7235792234185068,scris,-2.7120086161945514,-0.5333576356102674
2026-02-04_am-avut-astazi-o-convorbire-consistenta-cu-antonio-costa-pre,scris,236,0.45044849648546703,0.5603029568892605,scris,-1.0078910806458836,-0.49528303643846316
2026-02-04_romania-nu-este-subiectul-raportului-preliminar-al-comitetul,scris,332,0.3655665933373895,0.5443281207848544,scris,-2.611261876754713,-1.0398350587612573
2026-02-05_exercitiile-militare-desfasurate-in-ultimele-zile-la-smardan,scris,100,0.5180676112427495,0.6711221895098965,scris,-3.3480853738816827,-1.3162729447334491
2026-02-08_am-primit-invitatia-de-a-participa-la-prima-reuniune-a-consi,scris,140,0.5495466961825306,0.6687683939861077,scris,-1.1910951108116021,-3.0422587993874344
