doc_id,date,tip,period,canonical,label,count,max_score
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,george becali,persoană politică,1,0.844
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,statul român,instituție națională,2,0.501
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,chelaru,persoană politică,1,0.507
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,mugur mihăiescu,persoană politică,1,0.836
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,lasca,persoană politică,1,0.517
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,ciolacu,persoană politică,1,0.835
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,georgescu,persoană politică,1,0.807
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,româniei,țară,1,0.693
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,matei păun,persoană politică,1,0.62
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,ucraina,țară,3,0.98
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,românia,țară,4,0.975
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,trump,persoană politică,4,0.905
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,uk,țară,1,0.984
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,franța,țară,1,0.984
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,germania,țară,1,0.987
2025-05-15_nicusor-dan-vs-george-simion-cele-mai-importante-momente-din,2025-05-15,video-transcript,2025Q2 campanie + investitură,spania,țară,1,0.985
2025-05-16_fiul-lui-ratiu-mesaj-pentru-nicusor-dan-b1tv-16-mai-2025,2025-05-16,video-transcript,2025Q2 campanie + investitură,nicușodan,persoană politică,1,0.775
2025-05-18_alegeri-prezidentiale-2025-mesajul-lui-nicusor-dan-dupa-apar,2025-05-18,video-transcript,2025Q2 campanie + investitură,româniei,țară,2,0.961
2025-05-18_alegeri-prezidentiale-2025-mesajul-lui-nicusor-dan-dupa-apar,2025-05-18,video-transcript,2025Q2 campanie + investitură,românia,țară,5,0.961
2025-05-18_alegeri-prezidentiale-2025-mesajul-lui-nicusor-dan-dupa-apar,2025-05-18,video-transcript,2025Q2 campanie + investitură,românie,țară,1,0.916
2025-05-18_nicusor-dan-dupa-ce-a-castigat-alegerile-prezidentiale-e-vic,2025-05-18,video-transcript,2025Q2 campanie + investitură,românia,țară,7,0.986
2025-05-18_nicusor-dan-dupa-ce-a-castigat-alegerile-prezidentiale-e-vic,2025-05-18,video-transcript,2025Q2 campanie + investitură,românie,țară,1,0.476
2025-05-18_nicusor-dan-dupa-ce-a-castigat-alegerile-prezidentiale-e-vic,2025-05-18,video-transcript,2025Q2 campanie + investitură,româniei,țară,1,0.898
2025-05-18_nicusor-dan-dupa-ce-a-castigat-alegerile-prezidentiale-e-vic,2025-05-18,video-transcript,2025Q2 campanie + investitură,r. moldova,țară,1,0.73
2025-05-18_nicusor-dan-incepem-o-noua-etapa-de-maine-la-munca-sustinato,2025-05-18,video-transcript,2025Q2 campanie + investitură,românia,țară,8,0.984
2025-05-18_nicusor-dan-incepem-o-noua-etapa-de-maine-la-munca-sustinato,2025-05-18,video-transcript,2025Q2 campanie + investitură,românie,țară,1,0.645
2025-05-18_nicusor-dan-incepem-o-noua-etapa-de-maine-la-munca-sustinato,2025-05-18,video-transcript,2025Q2 campanie + investitură,româniei,țară,1,0.902
2025-05-18_nicusor-dan-incepem-o-noua-etapa-de-maine-la-munca-sustinato,2025-05-18,video-transcript,2025Q2 campanie + investitură,r. moldova,țară,1,0.933
2025-05-18_romania-alege-cu-l-chiriac-discursul-presedintelui-nicusor-d,2025-05-18,video-transcript,2025Q2 campanie + investitură,româniei,țară,2,0.927
2025-05-18_romania-alege-cu-l-chiriac-discursul-presedintelui-nicusor-d,2025-05-18,video-transcript,2025Q2 campanie + investitură,românia,țară,9,0.983
2025-05-18_romania-alege-cu-l-chiriac-discursul-presedintelui-nicusor-d,2025-05-18,video-transcript,2025Q2 campanie + investitură,președintele ăsta,persoană politică,1,0.621
2025-05-18_romania-alege-cu-l-chiriac-discursul-presedintelui-nicusor-d,2025-05-18,video-transcript,2025Q2 campanie + investitură,românie,țară,1,0.686
2025-05-18_romania-alege-cu-l-chiriac-discursul-presedintelui-nicusor-d,2025-05-18,video-transcript,2025Q2 campanie + investitură,r. moldova,țară,1,0.733
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,video-transcript,2025Q2 campanie + investitură,românia,țară,5,0.986
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,video-transcript,2025Q2 campanie + investitură,simion,persoană politică,1,0.93
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,video-transcript,2025Q2 campanie + investitură,moldova,țară,1,0.649
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,video-transcript,2025Q2 campanie + investitură,ucraina,țară,1,0.812
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,video-transcript,2025Q2 campanie + investitură,ungaria,țară,1,0.907
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,video-transcript,2025Q2 campanie + investitură,ce,instituție internațională,1,0.859
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,video-transcript,2025Q2 campanie + investitură,domniei sale,persoană politică,1,0.534
2025-05-19_nicusor-dan-despre-scenariul-unei-victorii-a-lui-george-simi,2025-05-19,video-transcript,2025Q2 campanie + investitură,tite,persoană politică,1,0.806
2025-05-19_nicusor-dan-despre-viitorul-premier-bolojan-ramane-optiunea,2025-05-19,video-transcript,2025Q2 campanie + investitură,dominic friț,persoană politică,1,0.843
2025-05-19_nicusor-dan-despre-viitorul-premier-bolojan-ramane-optiunea,2025-05-19,video-transcript,2025Q2 campanie + investitură,kelemen hunor,persoană politică,1,0.849
2025-05-19_nicusor-dan-despre-viitorul-premier-bolojan-ramane-optiunea,2025-05-19,video-transcript,2025Q2 campanie + investitură,udmr,partid politic,1,0.914
2025-05-19_nicusor-dan-despre-viitorul-premier-bolojan-ramane-optiunea,2025-05-19,video-transcript,2025Q2 campanie + investitură,psd,partid politic,1,0.849
2025-05-19_nicusor-dan-despre-viitorul-premier-bolojan-ramane-optiunea,2025-05-19,video-transcript,2025Q2 campanie + investitură,curții constituționale,instituție națională,1,0.527
2025-05-20_nicusor-dan-despre-planurile-pentru-romania-stiri-b1tv-20-ma,2025-05-20,video-transcript,2025Q2 campanie + investitură,românia,țară,1,0.96
2025-05-20_nicusor-dan-despre-planurile-pentru-romania-stiri-b1tv-20-ma,2025-05-20,video-transcript,2025Q2 campanie + investitură,guvern,instituție națională,2,0.453
2025-05-20_nicusor-dan-despre-planurile-pentru-romania-stiri-b1tv-20-ma,2025-05-20,video-transcript,2025Q2 campanie + investitură,guvernul,instituție națională,1,0.533
2025-05-20_nicusor-dan-despre-planurile-pentru-romania-stiri-b1tv-20-ma,2025-05-20,video-transcript,2025Q2 campanie + investitură,psd,partid politic,2,0.977
2025-05-20_nicusor-dan-despre-planurile-pentru-romania-stiri-b1tv-20-ma,2025-05-20,video-transcript,2025Q2 campanie + investitură,vigheciu,persoană politică,1,0.5
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,românia,țară,15,0.988
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,nato,instituție internațională,1,0.647
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,ue,instituție internațională,1,0.878
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,sua,țară,2,0.794
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,româniei,țară,4,0.975
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,ucraina,țară,3,0.977
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,republicii moldova,țară,4,0.963
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,ucrainei,țară,1,0.582
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,r. moldova,țară,7,0.992
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,doamna mețola,persoană politică,1,0.783
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,psd,partid politic,1,0.879
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,parlament,instituție națională,1,0.612
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,curtea constituțională,instituție națională,2,0.843
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,primar,persoană politică,1,0.474
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,partidele,partid politic,1,0.499
2025-05-22_ce-spune-nicusor-dan-despre-relatiile-romaniei-cu-sua-si-ue,2025-05-22,video-transcript,2025Q2 campanie + investitură,primar interimar,persoană politică,1,0.451
2025-05-22_nicusor-dan-daca-sunt-amenintari-institutiile-isi-vor-face-d,2025-05-22,video-transcript,2025Q2 campanie + investitură,românia,țară,2,0.99
2025-05-22_nicusor-dan-daca-sunt-amenintari-institutiile-isi-vor-face-d,2025-05-22,video-transcript,2025Q2 campanie + investitură,președinte,persoană politică,1,0.538
2025-05-22_nicusor-dan-despre-cum-va-evita-romania-atacurile-hibride-tr,2025-05-22,video-transcript,2025Q2 campanie + investitură,ministerul afacerilor externe,instituție națională,1,0.686
2025-05-22_nicusor-dan-despre-cum-va-evita-romania-atacurile-hibride-tr,2025-05-22,video-transcript,2025Q2 campanie + investitură,românia,țară,1,0.953
2025-05-22_nicusor-dan-despre-subventiile-pentru-partide-b1tv-22-mai-20,2025-05-22,video-transcript,2025Q2 campanie + investitură,românia,țară,3,0.969
2025-05-22_nicusor-dan-despre-subventiile-pentru-partide-b1tv-22-mai-20,2025-05-22,video-transcript,2025Q2 campanie + investitură,statul român,instituție națională,1,0.483
2025-05-22_nicusor-dan-despre-subventiile-pentru-partide-b1tv-22-mai-20,2025-05-22,video-transcript,2025Q2 campanie + investitură,președintelui,persoană politică,2,0.712
2025-05-22_nicusor-dan-statul-roman-trebuie-sa-rezolve-obstacolele-pe-c,2025-05-22,video-transcript,2025Q2 campanie + investitură,președintelui,persoană politică,2,0.701
2025-05-22_nicusor-dan-statul-roman-trebuie-sa-rezolve-obstacolele-pe-c,2025-05-22,video-transcript,2025Q2 campanie + investitură,românia,țară,2,0.959
2025-05-22_nicusor-dan-statul-roman-trebuie-sa-rezolve-obstacolele-pe-c,2025-05-22,video-transcript,2025Q2 campanie + investitură,penes,persoană politică,1,0.628
2025-05-22_nicusor-dan-trebuie-sa-lamurim-anularea-alegerilor-de-anul-t,2025-05-22,video-transcript,2025Q2 campanie + investitură,președinte,persoană politică,1,0.452
2025-05-22_nicusor-dan-trebuie-sa-lamurim-anularea-alegerilor-de-anul-t,2025-05-22,video-transcript,2025Q2 campanie + investitură,americană,țară,1,0.454
2025-05-22_nicusor-dan-urmeaza-un-nou-capitol-in-istoria-recenta-si-con,2025-05-22,video-transcript,2025Q2 campanie + investitură,românia,țară,1,0.942
2025-05-24_nicusor-dan-e-un-deficit-de-implicare-in-politica-statul-est,2025-05-24,video-transcript,2025Q2 campanie + investitură,statul român,instituție națională,1,0.503
2025-05-24_nicusor-dan-e-un-deficit-de-implicare-in-politica-statul-est,2025-05-24,video-transcript,2025Q2 campanie + investitură,românia,țară,1,0.933
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,românia,țară,15,0.98
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,uniunii europene,instituție internațională,3,0.698
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,româniei,țară,8,0.949
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,sua,țară,1,0.765
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,nato,instituție internațională,2,0.664
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,ue,instituție internațională,2,0.628
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,r. moldova,țară,3,0.977
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,autoritatea națională pentru cetățenie,instituție națională,1,0.547
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,nicușoran,persoană politică,1,0.785
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,ternescu,persoană politică,1,0.652
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,ce,instituție națională,1,0.793
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,comisiei europene,instituție internațională,1,0.658
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,președintele putin,persoană politică,1,0.777
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,putin,persoană politică,1,0.617
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,președintele trump,persoană politică,1,0.824
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,președintelui putin,persoană politică,1,0.788
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,președintelui zelenschi,persoană politică,1,0.539
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,polonia,țară,3,0.992
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,trump,persoană politică,1,0.577
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,domnia sa,persoană politică,1,0.514
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,nicușor dan,persoană politică,1,0.913
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,partidul social democrat,partid politic,4,0.988
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,partidul național liberal,partid politic,1,0.968
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,parlament,instituție națională,1,0.578
2025-05-26_live-investirea-lui-nicusor-dan-juramantul-de-la-parlament-s,2025-05-26,video-transcript,2025Q2 campanie + investitură,bolojan,persoană politică,1,0.853
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,româniei,țară,10,0.968
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,românia,țară,19,0.991
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,r. moldova,țară,4,0.936
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,președinte,persoană politică,1,0.529
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,partidelor politice,partid politic,1,0.465
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,inspecția judiciară,instituție națională,1,0.721
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,sua,țară,1,0.825
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,nato,instituție internațională,2,0.555
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,ue,instituție internațională,1,0.636
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,uniunii europene,instituție internațională,1,0.497
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,psd,partid politic,1,0.957
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,muzică,persoană politică,2,0.716
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,ce,instituție internațională,1,0.884
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,pnrr,partid politic,1,0.583
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,președintele,persoană politică,1,0.534
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,comisiei europene,instituție internațională,1,0.783
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,statul român,instituție națională,1,0.624
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,statului român,instituție națională,1,0.563
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,nicușor dan,persoană politică,1,0.918
2025-05-26_nicusor-dan-oficial-presedintele-romaniei-ceremonia-de-inves,2025-05-26,video-transcript,2025Q2 campanie + investitură,parlament,instituție națională,1,0.496
2025-05-26_nicusor-dan-reformele-fiscale-sunt-inevitabile-e-obligatoriu,2025-05-26,video-transcript,2025Q2 campanie + investitură,guvern,instituție națională,2,0.625
2025-05-26_nicusor-dan-reformele-fiscale-sunt-inevitabile-e-obligatoriu,2025-05-26,video-transcript,2025Q2 campanie + investitură,românia,țară,2,0.863
2025-05-26_nicusor-dan-reformele-fiscale-sunt-inevitabile-e-obligatoriu,2025-05-26,video-transcript,2025Q2 campanie + investitură,româniei,țară,2,0.932
2025-05-26_nicusor-dan-reformele-fiscale-sunt-inevitabile-e-obligatoriu,2025-05-26,video-transcript,2025Q2 campanie + investitură,pnrr,partid politic,2,0.766
2025-05-26_nicusor-dan-reformele-fiscale-sunt-inevitabile-e-obligatoriu,2025-05-26,video-transcript,2025Q2 campanie + investitură,ce,instituție internațională,1,0.825
2025-05-26_nicusor-dan-reformele-fiscale-sunt-inevitabile-e-obligatoriu,2025-05-26,video-transcript,2025Q2 campanie + investitură,președintele,persoană politică,1,0.615
2025-05-26_nicusor-dan-reformele-fiscale-sunt-inevitabile-e-obligatoriu,2025-05-26,video-transcript,2025Q2 campanie + investitură,comisiei europene,instituție internațională,1,0.833
2025-05-26_stirile-kanal-d-exclusiv-nicusor-dan-primul-discurs-ca-prese,2025-05-26,video-transcript,2025Q2 campanie + investitură,româniei,țară,2,0.969
2025-05-26_stirile-kanal-d-exclusiv-nicusor-dan-primul-discurs-ca-prese,2025-05-26,video-transcript,2025Q2 campanie + investitură,românia,țară,12,0.992
2025-05-26_stirile-kanal-d-exclusiv-nicusor-dan-primul-discurs-ca-prese,2025-05-26,video-transcript,2025Q2 campanie + investitură,r. moldova,țară,1,0.472
2025-05-26_stirile-kanal-d-exclusiv-nicusor-dan-primul-discurs-ca-prese,2025-05-26,video-transcript,2025Q2 campanie + investitură,statul român,instituție națională,2,0.64
2025-05-26_stirile-kanal-d-exclusiv-nicusor-dan-primul-discurs-ca-prese,2025-05-26,video-transcript,2025Q2 campanie + investitură,președinte,persoană politică,1,0.633
2025-05-26_stirile-kanal-d-exclusiv-nicusor-dan-primul-discurs-ca-prese,2025-05-26,video-transcript,2025Q2 campanie + investitură,partidelor politice,partid politic,2,0.662
2025-05-26_stirile-kanal-d-exclusiv-nicusor-dan-primul-discurs-ca-prese,2025-05-26,video-transcript,2025Q2 campanie + investitură,inspecția judiciară,instituție națională,1,0.687
2025-05-27_nicusor-dan-despre-fetita-sa-mi-a-zis-ca-m-am-plictisit-la-d,2025-05-27,video-transcript,2025Q2 campanie + investitură,româniei,țară,1,0.862
2025-05-27_nicusor-dan-despre-fetita-sa-mi-a-zis-ca-m-am-plictisit-la-d,2025-05-27,video-transcript,2025Q2 campanie + investitură,președinte,persoană politică,1,0.591
2025-05-29_nicusor-dan-explica-de-ce-nu-vrea-un-premier-tehnocrat-in-vi,2025-05-29,video-transcript,2025Q2 campanie + investitură,ministrul apărării,persoană politică,1,0.613
2025-05-29_nicusor-dan-explica-de-ce-nu-vrea-un-premier-tehnocrat-in-vi,2025-05-29,video-transcript,2025Q2 campanie + investitură,șeful statului major,persoană politică,1,0.456
2025-05-29_nicusor-dan-explica-de-ce-nu-vrea-un-premier-tehnocrat-in-vi,2025-05-29,video-transcript,2025Q2 campanie + investitură,guvern,instituție națională,1,0.457
2025-05-29_nicusor-dan-explica-de-ce-nu-vrea-un-premier-tehnocrat-in-vi,2025-05-29,video-transcript,2025Q2 campanie + investitură,președintelui,persoană politică,1,0.541
2025-05-30_nicusor-dan-dupa-decizia-ccr-privind-declaratiile-de-avere-d,2025-05-30,video-transcript,2025Q2 campanie + investitură,ccr,instituție națională,2,0.783
2025-05-30_nicusor-dan-dupa-decizia-ccr-privind-declaratiile-de-avere-d,2025-05-30,video-transcript,2025Q2 campanie + investitură,parlamentul,instituție națională,1,0.495
2025-05-30_presedintele-nicusor-dan-l-am-invitat-pe-donald-trump-in-rom,2025-05-30,video-transcript,2025Q2 campanie + investitură,consiliul european,instituție internațională,1,0.78
2025-05-30_presedintele-nicusor-dan-l-am-invitat-pe-donald-trump-in-rom,2025-05-30,video-transcript,2025Q2 campanie + investitură,statelor unite,țară,1,0.774
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,boloș,persoană politică,1,0.463
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,ceche,persoană politică,1,0.451
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,patru partide prooccidentale,partid politic,1,0.497
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,stat român,țară,1,0.743
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,guvernului,instituție națională,1,0.458
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,domnul simion,persoană politică,2,0.582
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,pis,partid politic,1,0.872
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,simion,persoană politică,3,0.954
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,poloniei,țară,1,0.9
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,polonia,țară,3,0.944
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,partidele democratice,partid politic,1,0.944
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,georgescu,persoană politică,2,0.821
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,țara noastră,țară,1,0.61
2025-06-02_briefing-nicusor-dan-avem-un-stat-disfunctional-si-trebuie-s,2025-06-02,video-transcript,2025Q3 deficit + reforma economică,șoșoacă,persoană politică,1,0.486
