id,data,tip,period,n_words_raw,n_lemmas_clean,n_unique_lemmas,ttr_lemma,n_sentences
2025-11-26_nicusor-dan-vom-sustine-in-continuare-ucraina-si-republica-m,2025-11-26,video-transcript,2025Q4 stabilizare + diplomație,46,27,23,0.852,5
2025-12-01_nicusor-dan-mesaj-de-ziua-nationala-e-o-zi-de-sarbatoare-sa,2025-12-01,video-transcript,2025Q4-2026Q1 reformă judiciară,65,24,23,0.958,9
2025-12-01_nicusor-dan-suntem-membri-ai-ue-dar-de-multe-ori-vocea-roman,2025-12-01,video-transcript,2025Q4-2026Q1 reformă judiciară,67,33,28,0.848,3
2025-12-02_nicusor-dan-mesaj-de-1-decembrie-digi24-stiriledigi24,2025-12-02,video-transcript,2025Q4-2026Q1 reformă judiciară,152,66,46,0.697,9
2025-12-02_nicusor-dan-mesaj-de-1-decembrie-totusi-suntem-mai-putin-cor,2025-12-02,video-transcript,2025Q4-2026Q1 reformă judiciară,1122,471,215,0.456,50
2025-12-03_nicusor-dan-despre-criza-apei-potabile-din-prahova-vinova-ia,2025-12-03,video-transcript,2025Q4-2026Q1 reformă judiciară,747,323,190,0.588,53
2025-12-03_nicusor-dan-despre-criza-apei-potabile-din-prahova-vinova-ia_cxJ5Wc,2025-12-03,video-transcript,2025Q4-2026Q1 reformă judiciară,84,35,32,0.914,6
2025-12-03_nicusor-dan-dupa-amenintarile-lui-putin-sunt-declaratii-pent,2025-12-03,video-transcript,2025Q4-2026Q1 reformă judiciară,73,38,27,0.711,7
2025-12-03_nicusor-dan-vinovatia-este-la-apele-romane,2025-12-03,video-transcript,2025Q4-2026Q1 reformă judiciară,279,119,85,0.714,17
2025-12-04_nicusor-dan-despre-alegerile-anulate-au-aparut-suficiente-in,2025-12-04,video-transcript,2025Q4-2026Q1 reformă judiciară,138,56,51,0.911,8
2025-12-04_nicusor-dan-despre-demisia-lui-mosteanu-intensitatea-critici,2025-12-04,video-transcript,2025Q4-2026Q1 reformă judiciară,124,57,47,0.825,9
2025-12-04_nicusor-dan-vinovatia-este-la-apele-romane-newsroom-din-3-de,2025-12-04,video-transcript,2025Q4-2026Q1 reformă judiciară,621,273,169,0.619,35
2025-12-07_presedintele-nicusor-dan-de-mult-nu-am-mai-votat-pentru-altc,2025-12-07,video-transcript,2025Q4-2026Q1 reformă judiciară,104,34,30,0.882,5
2025-12-09_nicusor-dan-nu-vad-vreun-motiv-pentru-care-un-ministru-trebu,2025-12-09,video-transcript,2025Q4-2026Q1 reformă judiciară,108,42,36,0.857,5
2025-12-10_nicusor-dan-nu-toti-votantii-aur-sunt-extremisti-stiri-b1tv,2025-12-10,video-transcript,2025Q4-2026Q1 reformă judiciară,156,59,48,0.814,9
2025-12-10_romania-lui-vitalie-nicusor-dan-despre-strategia-de-securita,2025-12-10,video-transcript,2025Q4-2026Q1 reformă judiciară,2712,1197,625,0.522,157
2025-12-11_nicusor-dan-judecatorii-sa-se-implice-in-rezolvarea-probleme,2025-12-11,video-transcript,2025Q4-2026Q1 reformă judiciară,39,17,17,1.0,1
2025-12-15_nicusor-dan-anunturi-majore-in-scandalurile-momentului,2025-12-15,video-transcript,2025Q4-2026Q1 reformă judiciară,306,125,95,0.76,16
2025-12-16_nicusor-dan-declara-ca-rusia-va-continua-sa-fie-o-amenintare,2025-12-16,video-transcript,2025Q4-2026Q1 reformă judiciară,809,345,213,0.617,41
2025-12-16_nicusor-dan-sunt-destul-de-pesimist-cu-privire-la-intentia-r,2025-12-16,video-transcript,2025Q4-2026Q1 reformă judiciară,78,30,28,0.933,3
2025-12-16_nicusor-dan-trebuie-sa-fim-calmi-dar-sa-investim-in-aparare,2025-12-16,video-transcript,2025Q4-2026Q1 reformă judiciară,57,25,24,0.96,4
2025-12-17_declaratia-presedintelui-romaniei-nicusor-dan-in-regatul-mar,2025-12-17,video-transcript,2025Q4-2026Q1 reformă judiciară,810,345,221,0.641,49
2025-12-17_nicusor-dan-despre-cresterea-impozitelor-nu-e-nici-fericire,2025-12-17,video-transcript,2025Q4-2026Q1 reformă judiciară,78,35,28,0.8,4
2025-12-17_nicusor-dan-sunt-probleme-la-modul-in-care-se-fac-promovaril,2025-12-17,video-transcript,2025Q4-2026Q1 reformă judiciară,589,277,164,0.592,44
2025-12-18_nicusor-dan-avem-atacuri-cibernetice-campanie-de-dezinformar,2025-12-18,video-transcript,2025Q4-2026Q1 reformă judiciară,245,90,71,0.789,10
2025-12-18_nicusor-dan-problema-fundamentala-este-de-ce-nu-reusim-in-15,2025-12-18,video-transcript,2025Q4-2026Q1 reformă judiciară,47,22,19,0.864,3
2025-12-18_nicusor-dan-problema-fundamentala-este-de-ce-nu-reusim-in-15_wynkjt,2025-12-18,video-transcript,2025Q4-2026Q1 reformă judiciară,186,80,68,0.85,11
2025-12-18_nicusor-dan-sustinem-oricare-dintre-variantele-de-ajutor-fin,2025-12-18,video-transcript,2025Q4-2026Q1 reformă judiciară,342,153,111,0.725,15
2025-12-19_nicusor-dan-anunt-inainte-de-intalnirea-cu-magistratii,2025-12-19,video-transcript,2025Q4-2026Q1 reformă judiciară,87,49,38,0.776,6
2025-12-21_declaratia-presedintelui-romaniei-nicusor-dan-pe-tema-proble,2025-12-21,video-transcript,2025Q4-2026Q1 reformă judiciară,1321,552,287,0.52,50
2025-12-21_nicusor-dan-exista-magistrati-care-actioneaza-in-interesul-u_i-HYCW,2025-12-21,video-transcript,2025Q4-2026Q1 reformă judiciară,108,54,44,0.815,3
2025-12-21_nicusor-dan-magistratii-intimidati-inainte-de-discutiile-de,2025-12-21,video-transcript,2025Q4-2026Q1 reformă judiciară,282,132,84,0.636,11
2025-12-21_nicusor-dan-magistratii-intimidati-inainte-de-discutiile-de__MoX2e,2025-12-21,video-transcript,2025Q4-2026Q1 reformă judiciară,125,48,44,0.917,4
2025-12-21_nicusor-dan-voi-face-un-referendum-daca-csm-nu-actioneaza-in,2025-12-21,video-transcript,2025Q4-2026Q1 reformă judiciară,122,69,43,0.623,3
2025-12-21_nicusor-dan-voi-initia-in-ianuarie-un-referendum-in-cadrul-c,2025-12-21,video-transcript,2025Q4-2026Q1 reformă judiciară,178,84,55,0.655,6
2025-12-22_discutii-publice-la-cotroceni-intre-presedintele-romaniei-ni_7lGgIp,2025-12-22,video-transcript,2025Q4-2026Q1 reformă judiciară,11438,5243,1598,0.305,605
2025-12-22_nicusor-dan-anunta-un-referendum-printre-magistrati-digi24,2025-12-22,video-transcript,2025Q4-2026Q1 reformă judiciară,146,81,50,0.617,6
2025-12-22_nicusor-dan-multe-dintre-cele-semnalate-necesita-verificari,2025-12-22,video-transcript,2025Q4-2026Q1 reformă judiciară,49,26,20,0.769,2
2026-01-01_nicusor-dan-mesaj-de-condoleante-dupa-incediul-din-elvetia,2026-01-01,video-transcript,2025Q4-2026Q1 reformă judiciară,72,41,37,0.902,4
2026-01-06_declaratia-presedintelui-romaniei-nicusor-dan-dupa-participa_iZQQF2,2026-01-06,video-transcript,2025Q4-2026Q1 reformă judiciară,2402,1017,494,0.486,142
2026-01-06_nicusor-dan-declaratii-la-bordul-avionului-spartan-cu-care-a,2026-01-06,video-transcript,2025Q4-2026Q1 reformă judiciară,46,23,17,0.739,2
2026-01-06_nicusor-dan-suntem-intr-un-context-international-dificil,2026-01-06,video-transcript,2025Q4-2026Q1 reformă judiciară,90,48,35,0.729,9
2026-01-07_garantii-de-securitate-pentru-ucraina-si-mize-interne-nicuso,2026-01-07,video-transcript,2025Q4-2026Q1 reformă judiciară,2280,964,470,0.488,134
2026-01-07_nicusor-dan-e-nevoie-de-un-avion-prezidential,2026-01-07,video-transcript,2025Q4-2026Q1 reformă judiciară,194,71,60,0.845,17
2026-01-07_nicusor-dan-mi-ar-fi-placut-mai-degraba-ca-taxele-sa-scada,2026-01-07,video-transcript,2025Q4-2026Q1 reformă judiciară,118,45,37,0.822,6
2026-01-15_nicusor-dan-despre-taierile-pentru-romani-dureroase-dar-obli,2026-01-15,video-transcript,2025Q4-2026Q1 reformă judiciară,27,12,11,0.917,1
2026-01-15_nicusor-dan-ne-asteapta-o-perioada-complicata-si-dificil-de,2026-01-15,video-transcript,2025Q4-2026Q1 reformă judiciară,82,47,46,0.979,4
2026-01-15_nicusor-dan-romania-sustine-pacea-in-ucraina-si-integrarea-r,2026-01-15,video-transcript,2025Q4-2026Q1 reformă judiciară,1996,1161,613,0.528,94
2026-01-20_nicusor-dan-anunta-azi-daca-merge-la-davos-pentru-consiliul,2026-01-20,video-transcript,2025Q4-2026Q1 reformă judiciară,41,23,22,0.957,3
2026-01-22_nicusor-dan-despre-pozitia-romaniei-cu-privire-la-groenlanda,2026-01-22,video-transcript,2025Q4-2026Q1 reformă judiciară,242,114,81,0.711,11
2026-01-23_nicusor-dan-explica-ce-inseamna-ca-nu-a-mers-teleleu-la-davo,2026-01-23,video-transcript,2025Q4-2026Q1 reformă judiciară,115,50,40,0.8,13
2026-01-24_discursul-lui-nicusor-dan-de-la-iasi-bruiat-de-simpatizantii,2026-01-24,video-transcript,2025Q4-2026Q1 reformă judiciară,440,176,111,0.631,26
2026-01-24_huiduieli-si-aplauze-la-focsani-nicusor-dan-este-un-drept-pe,2026-01-24,video-transcript,2025Q4-2026Q1 reformă judiciară,353,135,87,0.644,23
2026-01-24_iasi-nicusor-dan-prezent-la-ceremonia-de-ziua-unirii-princip,2026-01-24,video-transcript,2025Q4-2026Q1 reformă judiciară,2,0,0,0.0,1
2026-01-24_nicusor-dan-e-democratie-e-libertate-sa-spuna-fiecare-ce-vre,2026-01-24,video-transcript,2025Q4-2026Q1 reformă judiciară,1402,589,327,0.555,102
2026-01-24_nicusor-dan-la-multi-ani-dragi-focsaneni-care-huiduiti-autor,2026-01-24,video-transcript,2025Q4-2026Q1 reformă judiciară,91,37,24,0.649,10
2026-01-24_nicusor-dan-mae-analizeaza-participarea-romaniei-la-consiliu,2026-01-24,video-transcript,2025Q4-2026Q1 reformă judiciară,54,24,20,0.833,3
2026-01-24_nicusor-dan-nu-facem-comedii-din-relatia-intre-guvern-si-par,2026-01-24,video-transcript,2025Q4-2026Q1 reformă judiciară,111,58,35,0.603,12
2026-01-24_ziua-unirii-principatelor-umbrita-de-proteste-discursul-lui,2026-01-24,video-transcript,2025Q4-2026Q1 reformă judiciară,180,68,53,0.779,13
2026-01-30_nicusor-dan-despre-numirile-la-sri-si-sie-digi24-stiriledigi,2026-01-30,video-transcript,2025Q4-2026Q1 reformă judiciară,158,62,48,0.774,10
2026-01-30_nicusor-dan-despre-tensiunile-din-coalitie-nu-exista-alterna,2026-01-30,video-transcript,2025Q4-2026Q1 reformă judiciară,4576,1926,759,0.394,292
2026-01-30_nicusor-dan-despre-tensiunile-din-coalitie-nu-exista-alterna_9sksTM,2026-01-30,video-transcript,2025Q4-2026Q1 reformă judiciară,80,35,29,0.829,10
2026-01-30_nicusor-dan-despre-vizita-in-sua-digi24-stiriledigi24,2026-01-30,video-transcript,2025Q4-2026Q1 reformă judiciară,96,40,31,0.775,6
2026-01-30_nicusor-dan-nu-exista-risc-de-crestere-de-taxe-in-viitorul-a,2026-01-30,video-transcript,2025Q4-2026Q1 reformă judiciară,112,37,34,0.919,6
2026-01-30_nicusor-dan-un-guvern-minoritar-putin-probabil-bolojan-a-rap,2026-01-30,video-transcript,2025Q4-2026Q1 reformă judiciară,122,58,46,0.793,9
2026-02-09_participa-sau-nu-romania-la-consiliul-pentru-pace-al-lui-tru,2026-02-09,video-transcript,2025Q4-2026Q1 reformă judiciară,50,17,16,0.941,2
2026-02-12_ce-spune-nicusor-dan-despre-participarea-romaniei-la-prima-e,2026-02-12,video-transcript,2025Q4-2026Q1 reformă judiciară,97,42,32,0.762,5
2026-02-12_declaratii-de-presa-sustinute-de-presedintele-romaniei-nicus,2026-02-12,video-transcript,2025Q4-2026Q1 reformă judiciară,664,295,164,0.556,39
2026-02-12_nicusor-dan-anunt-de-la-consiliul-european-il-refuza-din-nou,2026-02-12,video-transcript,2025Q4-2026Q1 reformă judiciară,1750,798,379,0.475,84
2026-02-12_nicusor-dan-despre-candidatii-la-sefia-parchetelor-sunt-pers,2026-02-12,video-transcript,2025Q4-2026Q1 reformă judiciară,139,66,45,0.682,8
2026-02-12_nicusor-dan-dupa-summitul-din-belgia-comisia-europeana-va-pr,2026-02-12,video-transcript,2025Q4-2026Q1 reformă judiciară,2873,1245,556,0.447,142
2026-02-12_nicusor-dan-este-evidenta-tergiversarea-ccr-imi-doresc-o-asu,2026-02-12,video-transcript,2025Q4-2026Q1 reformă judiciară,54,24,19,0.792,4
2026-02-12_nicusor-dan-pretul-energiei-este-o-chestiune-foarte-importan,2026-02-12,video-transcript,2025Q4-2026Q1 reformă judiciară,113,50,39,0.78,3
2026-02-12_nicusor-dan-romania-poate-fi-cel-mult-observator-in-consiliu,2026-02-12,video-transcript,2025Q4-2026Q1 reformă judiciară,174,64,46,0.719,7
2026-02-13_declaratiile-presedintelui-romaniei-nicusor-dan-dupa-reuniun,2026-02-13,video-transcript,2025Q4-2026Q1 reformă judiciară,2371,1008,498,0.494,124
2026-02-13_nicusor-dan-despre-propunerile-privind-scaderea-pretului-ene,2026-02-13,video-transcript,2025Q4-2026Q1 reformă judiciară,85,41,33,0.805,5
2026-02-13_nicusor-dan-in-ciuda-atacurilor-coalitia-functioneaza-mai-bi,2026-02-13,video-transcript,2025Q4-2026Q1 reformă judiciară,138,51,44,0.863,5
2026-02-17_nicusor-dan-prezenta-la-consiliul-de-pace-necesara-dupa-anul,2026-02-17,video-transcript,2025Q4-2026Q1 reformă judiciară,158,75,59,0.787,8
2026-02-19_declaratii-de-presa-sustinute-de-presedintele-romaniei-nicus,2026-02-19,video-transcript,2025Q4-2026Q1 reformă judiciară,861,379,233,0.615,46
2026-02-19_interviu-exclusiv-cu-nicusor-dan-dupa-intalnirea-cu-trump,2026-02-19,video-transcript,2025Q4-2026Q1 reformă judiciară,1375,578,316,0.547,61
2026-02-19_nicusor-dan-discurs-la-consiliul-pentru-pace-in-sua-avem-bur,2026-02-19,video-transcript,2025Q4-2026Q1 reformă judiciară,184,87,64,0.736,14
2026-02-19_prima-reactie-a-lui-nicusor-dan-dupa-ce-donald-trump-l-a-num,2026-02-19,video-transcript,2025Q4-2026Q1 reformă judiciară,27,16,15,0.938,7
2026-02-20_nicusor-dan-nu-alegem-intre-sua-si-ue-romania-trebuie-sa-fie,2026-02-20,video-transcript,2025Q4-2026Q1 reformă judiciară,113,55,39,0.709,8
2026-02-20_presedintele-nicusor-dan-problema-legitimitatii-administrati,2026-02-20,video-transcript,2025Q4-2026Q1 reformă judiciară,771,350,206,0.589,54
2026-02-24_nicusor-dan-explica-de-ce-nu-a-promulgat-legea-pensiilor-spe,2026-02-24,video-transcript,2025Q4-2026Q1 reformă judiciară,78,42,38,0.905,6
2026-03-05_acum-nicusor-dan-anunta-daca-romania-va-gazdui-arme-nucleare,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,517,249,164,0.659,27
2026-03-05_nicusor-dan-conferinta-de-presa-in-polonia-stiri-b1tv-5-mar,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,792,383,232,0.606,46
2026-03-05_nicusor-dan-despre-propunerile-pentru-sefia-parchetelor-stir,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,141,52,41,0.788,3
2026-03-05_nicusor-dan-despre-scumpirile-la-pompa-nu-putem-umbla-la-acc,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,183,88,62,0.705,9
2026-03-05_nicusor-dan-despre-situatia-din-orient-nu-o-sa-plangem-iranu,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,83,43,39,0.907,6
2026-03-05_nicusor-dan-despre-umbrela-nucleara-propusa-de-franta-stiri,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,163,81,59,0.728,7
2026-03-05_nicusor-dan-dezbaterea-pe-buget-este-o-dezbatere-legitima,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,101,46,38,0.826,9
2026-03-05_nicusor-dan-nu-o-sa-plangem-republica-islamica-iran,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,133,65,57,0.877,8
2026-03-05_nicusor-dan-polonia-participa-la-brigada-multinationala-care,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,149,72,50,0.694,7
2026-03-05_nicusor-dan-polonia-si-romania-impreuna-au-multe-oportunitat,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,1726,780,407,0.522,92
2026-03-05_nicusor-dan-romania-este-acoperita-de-o-umbrela-nucleara,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,63,29,25,0.862,4
2026-03-05_pretul-carburantilor-nicusor-dan-exclude-modificarea-taxelor,2026-03-05,video-transcript,2026Q2 cotitură UE + criză guvern,146,71,51,0.718,7
2026-03-06_declaratii-de-presa-sustinute-de-presedintele-romaniei-nicus_Ry-ZYl,2026-03-06,video-transcript,2026Q2 cotitură UE + criză guvern,1780,808,415,0.514,93
2026-03-06_nicusor-dan-romania-nu-va-gazdui-focoase-nucleare-in-viitoru,2026-03-06,video-transcript,2026Q2 cotitură UE + criză guvern,103,53,40,0.755,4
2026-03-07_nicusor-dan-imi-voi-asuma-in-justitie-vin-din-societatea-civ,2026-03-07,video-transcript,2026Q2 cotitură UE + criză guvern,151,62,45,0.726,11
2026-03-11_ce-trimite-sua-in-tara-noastra-declaratiile-lui-nicusor-dan,2026-03-11,video-transcript,2026Q2 cotitură UE + criză guvern,139,67,49,0.731,8
2026-03-11_declaratie-sustinuta-de-presedintele-romaniei-nicusor-dan-du,2026-03-11,video-transcript,2026Q2 cotitură UE + criză guvern,504,246,159,0.646,27
2026-03-12_nicusor-dan-we-will-produce-drones-in-romania-together-with,2026-03-12,video-transcript,2026Q2 cotitură UE + criză guvern,356,171,106,0.62,17
2026-03-13_conferinta-sustinuta-de-presedintii-romaniei-si-ucrainei-nic,2026-03-13,video-transcript,2026Q2 cotitură UE + criză guvern,841,396,209,0.528,41
2026-03-19_conferinta-presedintelui-romaniei-nicusor-dan-si-a-secretaru,2026-03-19,video-transcript-diarizat,2026Q2 cotitură UE + criză guvern,39,18,18,1.0,3
2026-03-19_nicusor-dan-romania-has-taken-a-clear-position-on-the-transa,2026-03-19,video-transcript,2026Q2 cotitură UE + criză guvern,151,60,47,0.783,6
2026-03-19_nicusor-dan-romania-has-taken-a-clear-position-on-the-transa_BurJvC,2026-03-19,video-transcript,2026Q2 cotitură UE + criză guvern,309,137,90,0.657,16
2026-03-26_ce-a-spus-nicusor-dan-despre-o-eventuala-rationalizare-a-car,2026-03-26,video-transcript,2026Q2 cotitură UE + criză guvern,87,42,31,0.738,6
2026-03-26_nicusor-dan-a-anuntat-ca-va-promulga-legea-bugetului-asa-cum,2026-03-26,video-transcript,2026Q2 cotitură UE + criză guvern,58,30,27,0.9,10
2026-03-27_nicusor-dan-if-the-measures-are-not-sufficient-the-governmen,2026-03-27,video-transcript,2026Q2 cotitură UE + criză guvern,165,70,54,0.771,8
2026-03-30_nicusor-dan-despre-iesirea-psd-de-la-guvernare-un-guvern-min,2026-03-30,video-transcript,2026Q2 cotitură UE + criză guvern,62,27,24,0.889,4
2026-03-30_o-posibila-iesire-a-psd-de-la-guvernare-nicusor-dan-nu-cred,2026-03-30,video-transcript,2026Q2 cotitură UE + criză guvern,521,242,136,0.562,38
2026-03-31_carburantii-s-ar-putea-ieftini-nicusor-dan-cred-ca-va-fi-o-s,2026-03-31,video-transcript,2026Q2 cotitură UE + criză guvern,74,34,30,0.882,5
2026-03-31_carburantii-s-ar-putea-ieftini-nicusor-dan-cred-ca-va-fi-o-s_eIg4Ys,2026-03-31,video-transcript,2026Q2 cotitură UE + criză guvern,130,60,50,0.833,8
2026-04-01_presedintele-nicusor-dan-trecerea-romaniei-la-euro-esentiala,2026-04-01,video-transcript,2026Q2 cotitură UE + criză guvern,98,40,32,0.8,5
2026-04-07_declaratiile-presedintelui-nicusor-dan-dupa-vizita-la-centru,2026-04-07,video-transcript,2026Q2 cotitură UE + criză guvern,1993,861,437,0.508,132
2026-04-07_nicusor-dan-despre-demisia-lui-bolojan-in-ce-calitate-sa-i-o,2026-04-07,video-transcript,2026Q2 cotitură UE + criză guvern,78,34,32,0.941,5
2026-04-07_nicusor-dan-intrebat-daca-ii-va-cere-demisia-lui-bolojan-eu,2026-04-07,video-transcript,2026Q2 cotitură UE + criză guvern,1398,592,341,0.576,91
2026-04-07_nicusor-dan-nu-sunt-riscuri-acum-dar-avem-un-plan-de-criza-p,2026-04-07,video-transcript,2026Q2 cotitură UE + criză guvern,116,52,40,0.769,6
2026-04-08_nicusor-dan-anunta-numiri-in-fruntea-parchetelor-astept-o-di,2026-04-08,video-transcript,2026Q2 cotitură UE + criză guvern,3441,1489,637,0.428,221
2026-04-08_nicusor-dan-i-was-happy-that-the-head-of-the-iasi-dna-is-run,2026-04-08,video-transcript,2026Q2 cotitură UE + criză guvern,2021,892,414,0.464,92
2026-04-08_nicusor-dan-if-i-make-a-mistake-romanians-will-penalize-me,2026-04-08,video-transcript,2026Q2 cotitură UE + criză guvern,897,388,228,0.588,60
2026-04-08_nicusor-dan-respinge-acuzatiile-nu-sunt-propunerile-psd,2026-04-08,video-transcript,2026Q2 cotitură UE + criză guvern,93,48,39,0.812,3
2026-04-09_conferinta-de-presa-sustinuta-de-presedintele-romaniei-nicus_yJJ1E7,2026-04-09,video-transcript,2026Q2 cotitură UE + criză guvern,5206,2259,835,0.37,310
2026-04-17_nicusor-dan-calin-georgescu-a-fost-sustinut-de-o-infrastruct,2026-04-17,video-transcript,2026Q2 cotitură UE + criză guvern,63,24,19,0.792,7
2026-04-20_nicusor-dan-lack-of-financial-education-led-to-unhealthy-dec,2026-04-20,video-transcript,2026Q2 cotitură UE + criză guvern,441,206,131,0.636,22
2026-04-20_nicusor-dan-traim-un-razboi-informational-ce-a-anuntat-prese,2026-04-20,video-transcript,2026Q2 cotitură UE + criză guvern,255,113,77,0.681,13
2026-04-20_we-will-enter-political-turbulence-nicusor-dan-i-do-not-supp,2026-04-20,video-transcript,2026Q2 cotitură UE + criză guvern,1251,573,270,0.471,106
2026-04-22_declaratie-de-presa-sustinuta-de-presedintele-romaniei-nicus,2026-04-22,video-transcript,2026Q2 cotitură UE + criză guvern,273,130,97,0.746,17
2026-04-22_kelemen-hunor-at-the-end-of-discussions-with-nicusor-dan-we,2026-04-22,video-transcript,2026Q2 cotitură UE + criză guvern,160,72,49,0.681,11
2026-04-23_nicusor-dan-despre-situatia-demisiilor-ministrilor-psd-aprec,2026-04-23,video-transcript,2026Q2 cotitură UE + criză guvern,462,197,135,0.685,33
2026-04-24_nicusor-dan-reacts-to-george-simion-s-new-discriminatory-sta,2026-04-24,video-transcript,2026Q2 cotitură UE + criză guvern,1663,716,393,0.549,78
2026-04-24_nicusor-dan-simion-s-statement-to-me-is-below-any-level-of-d,2026-04-24,video-transcript,2026Q2 cotitură UE + criză guvern,83,37,31,0.838,5
2026-04-25_nicusor-dan-a-semnat-demisiile-ministrilor-psd-anuntul-facut,2026-04-25,video-transcript,2026Q2 cotitură UE + criză guvern,79,35,25,0.714,5
2026-04-29_nicusor-dan-i-wish-romania-would-be-governed-by-pro-western,2026-04-29,video-transcript,2026Q2 cotitură UE + criză guvern,116,49,40,0.816,11
2026-05-04_nicusor-dan-europa-isi-consolideaza-apararea-pe-fondul-reori,2026-05-04,video-transcript,2026Q2 cotitură UE + criză guvern,137,69,54,0.783,7
2026-05-04_nicusor-dan-regardless-of-what-happens-romania-will-continue,2026-05-04,video-transcript,2026Q2 cotitură UE + criză guvern,1333,632,329,0.521,83
2026-05-04_nicusor-dan-the-state-will-function-regardless-of-the-outcom,2026-05-04,video-transcript,2026Q2 cotitură UE + criză guvern,53,18,15,0.833,6
2026-05-05_declaratii-de-presa-sustinute-de-presedintele-romaniei-nicus,2026-05-05,video-transcript,2026Q2 cotitură UE + criză guvern,234,133,89,0.669,23
2026-05-05_nicusor-dan-vom-avea-un-nou-guvern-pro-occidental-in-termen,2026-05-05,video-transcript,2026Q2 cotitură UE + criză guvern,133,72,55,0.764,13
2026-05-06_usr-attack-on-nicusor-dan-he-was-totally-disinterested-in-th,2026-05-06,video-transcript,2026Q2 cotitură UE + criză guvern,74,37,33,0.892,4
2026-05-09_mesajul-presedintelui-romaniei-nicusor-dan-cu-prilejul-zilei,2026-05-09,video-transcript,2026Q2 cotitură UE + criză guvern,719,357,202,0.566,42
2026-05-09_nicusor-dan-we-will-continue-discussions-for-a-pro-western-g,2026-05-09,video-transcript,2026Q2 cotitură UE + criză guvern,99,53,42,0.792,5
2026-05-12_nicusor-dan-daca-ne-referim-la-europa-asa-ca-la-o-icoana-nu,2026-05-12,video-transcript,2026Q2 cotitură UE + criză guvern,526,209,126,0.603,36
2026-05-12_nicusor-dan-i-will-convene-the-parties-for-formal-consultati,2026-05-12,video-transcript,2026Q2 cotitură UE + criză guvern,97,41,30,0.732,9
2026-05-12_nicusor-dan-suntem-intr-o-perioada-cu-provocari-statele-care,2026-05-12,video-transcript,2026Q2 cotitură UE + criză guvern,391,180,117,0.65,20
2026-05-13_nicusor-dan-am-discutat-cu-secretarul-general-al-nato-despre,2026-05-13,video-transcript,2026Q2 cotitură UE + criză guvern,526,261,168,0.644,27
2026-05-13_nicusor-dan-moldova-e-un-stat-pe-flancul-estic-amenintat-int,2026-05-13,video-transcript,2026Q2 cotitură UE + criză guvern,87,46,39,0.848,3
2026-05-13_summit-b9-la-bucuresti-nicusor-dan-trebuie-sa-sporim-cheltui,2026-05-13,video-transcript,2026Q2 cotitură UE + criză guvern,121,66,54,0.818,10
2026-05-13_summit-b9-la-bucuresti-nicusor-dan-trebuie-sa-sporim-cheltui_VSRZ5y,2026-05-13,video-transcript,2026Q2 cotitură UE + criză guvern,245,124,88,0.71,16
2026-05-15_nicusor-dan-i-would-not-like-to-appoint-a-government-that-wo,2026-05-15,video-transcript,2026Q2 cotitură UE + criză guvern,130,57,41,0.719,6
2026-05-15_nicusor-dan-majoritatea-parlamentara-va-fi-cheia-consultaril,2026-05-15,video-transcript,2026Q2 cotitură UE + criză guvern,1569,655,346,0.528,96
